invoice_no,customer_id,product_id,quantity,transaction_date,total_amount
INV00003992,CUST04969,PROD00113,7,2023-08-13,533.75
INV00003993,CUST01898,PROD00139,2,2023-05-23,16.62
INV00003994,CUST04222,PROD00046,6,2024-05-06,1462.32
INV00003995,CUST03346,PROD00008,4,2024-01-14,334.88
INV00003996,CUST04690,PROD00193,1,2024-03-07,259.24
INV00003997,CUST04038,PROD00180,7,2024-06-16,1264.62
INV00003998,CUST00975,PROD00117,1,2023-08-01,38.83
INV00003999,CUST03299,PROD00128,7,2023-08-09,2363.69
INV00004000,CUST04246,PROD00200,1,2023-05-18,400.86
INV00004001,CUST02991,PROD00196,7,2022-07-16,1045.03
INV00004002,CUST04429,PROD00037,3,2023-01-14,1267.26
INV00004003,CUST01479,PROD00058,6,2024-07-02,1519.5
INV00004004,CUST02687,PROD00173,2,2022-10-27,59.52
INV00004005,CUST03223,PROD00174,1,2024-03-31,456.2
INV00004006,CUST02745,PROD00139,2,2023-07-16,16.62
INV00004007,CUST02171,PROD00104,3,2024-07-19,318.6
INV00004008,CUST00597,PROD00134,3,2024-06-18,188.85
INV00004009,CUST00596,PROD00147,6,2022-11-18,1639.74
INV00004010,CUST04652,PROD00102,10,2024-03-11,989.6
INV00004011,CUST00324,PROD00143,9,2024-06-22,269.91
INV00004012,CUST02200,PROD00061,10,2023-08-10,4679.7
INV00004013,CUST04989,PROD00139,9,2023-04-14,74.79
INV00004014,CUST00133,PROD00041,1,2022-11-02,354.57
INV00004015,CUST02711,PROD00009,4,2024-08-04,376.8
INV00004016,CUST04443,PROD00111,10,2024-08-10,2770.6
INV00004017,CUST02055,PROD00130,3,2023-04-26,795.75
INV00004018,CUST02443,PROD00156,10,2023-12-16,3727.0
INV00004019,CUST04196,PROD00142,2,2024-01-27,379.82
INV00004020,CUST00689,PROD00073,8,2023-09-27,1744.96
INV00004021,CUST04471,PROD00130,1,2023-06-29,265.25
INV00004022,CUST03616,PROD00024,3,2023-05-23,1011.51
INV00004023,CUST01928,PROD00140,8,2023-10-14,3098.32
INV00004024,CUST03199,PROD00123,9,2023-02-13,2903.49
INV00004025,CUST01530,PROD00007,5,2024-09-02,1135.8
INV00004026,CUST03117,PROD00200,10,2022-06-20,4008.6
INV00004027,CUST00521,PROD00185,8,2024-05-15,1513.92
INV00004028,CUST04055,PROD00157,8,2024-02-15,1335.12
INV00004029,CUST03150,PROD00139,10,2022-12-23,83.1
INV00004030,CUST04708,PROD00112,8,2024-01-03,2771.52
INV00004031,CUST01261,PROD00034,9,2023-04-03,599.13
INV00004032,CUST04726,PROD00051,1,2024-12-08,117.23
INV00004033,CUST04360,PROD00082,7,2022-02-15,746.69
INV00004034,CUST01526,PROD00175,4,2024-05-22,78.4
INV00004035,CUST03021,PROD00014,1,2023-09-14,425.98
INV00004036,CUST02953,PROD00194,7,2023-08-26,912.87
INV00004037,CUST02719,PROD00176,10,2023-06-30,1812.1
INV00004038,CUST00314,PROD00008,2,2024-02-26,167.44
INV00004039,CUST01376,PROD00072,3,2024-04-21,1403.46
INV00004040,CUST02807,PROD00096,5,2023-09-01,1139.05
INV00004041,CUST01496,PROD00135,8,2023-09-29,1818.4
INV00004042,CUST04863,PROD00101,3,2023-05-26,839.91
INV00004043,CUST02892,PROD00157,3,2023-10-20,500.67
INV00004044,CUST02021,PROD00163,9,2023-04-05,2329.2
INV00004045,CUST04720,PROD00069,4,2023-11-29,793.56
INV00004046,CUST01594,PROD00140,2,2024-05-29,774.58
INV00004047,CUST02787,PROD00104,5,2023-01-07,531.0
INV00004048,CUST00653,PROD00176,6,2024-04-15,1087.26
INV00004049,CUST01529,PROD00137,6,2024-09-26,662.88
INV00004050,CUST03960,PROD00046,7,2023-12-08,1706.04
INV00004051,CUST01374,PROD00148,7,2022-12-30,3290.91
INV00004052,CUST04827,PROD00057,4,2024-11-04,1636.48
INV00004053,CUST02813,PROD00136,6,2024-06-11,1848.42
INV00004054,CUST00838,PROD00058,9,2024-10-10,2279.25
INV00004055,CUST00871,PROD00144,7,2024-08-27,2209.27
INV00004056,CUST03025,PROD00094,8,2023-01-24,3662.32
INV00004057,CUST04252,PROD00068,9,2023-11-20,133.2
INV00004058,CUST02658,PROD00005,6,2024-01-26,541.08
INV00004059,CUST03996,PROD00198,5,2024-07-07,1083.05
INV00004060,CUST02144,PROD00058,4,2022-12-01,1013.0
INV00004061,CUST02512,PROD00161,2,2024-09-18,862.7
INV00004062,CUST04197,PROD00148,2,2022-06-12,940.26
INV00004063,CUST03943,PROD00154,3,2024-03-24,1002.51
INV00004064,CUST00385,PROD00051,6,2024-03-23,703.38
INV00004065,CUST04768,PROD00061,1,2023-04-17,467.97
INV00004066,CUST00705,PROD00094,7,2023-05-11,3204.53
INV00004067,CUST02520,PROD00023,5,2024-01-07,1917.7
INV00004068,CUST03717,PROD00028,6,2024-01-08,1463.04
INV00004069,CUST01658,PROD00028,3,2023-02-02,731.52
INV00004070,CUST03000,PROD00159,7,2023-04-15,327.11
INV00004071,CUST03899,PROD00187,9,2024-09-18,3987.54
INV00004072,CUST00798,PROD00061,7,2024-10-29,3275.79
INV00004073,CUST03665,PROD00082,1,2022-05-08,106.67
INV00004074,CUST02178,PROD00039,5,2022-10-21,1408.5
INV00004075,CUST00714,PROD00010,3,2024-02-06,160.89
INV00004076,CUST03741,PROD00099,10,2022-11-09,2761.5
INV00004077,CUST04291,PROD00122,1,2024-03-09,278.92
INV00004078,CUST04957,PROD00188,3,2024-12-03,584.19
INV00004079,CUST03916,PROD00002,6,2023-02-21,1693.5
INV00004080,CUST01064,PROD00061,7,2024-02-06,3275.79
INV00004081,CUST01334,PROD00036,9,2024-01-15,2788.92
INV00004082,CUST03508,PROD00107,6,2022-11-09,1828.26
INV00004083,CUST04781,PROD00130,8,2024-01-16,2122.0
INV00004084,CUST04415,PROD00114,5,2023-07-08,1498.5
INV00004085,CUST01373,PROD00036,6,2024-01-16,1859.28
INV00004086,CUST04180,PROD00087,5,2024-07-27,312.55
INV00004087,CUST04435,PROD00162,10,2024-01-27,4095.4
INV00004088,CUST03457,PROD00094,10,2023-10-31,4577.9
INV00004089,CUST02360,PROD00046,3,2023-10-13,731.16
INV00004090,CUST02495,PROD00158,2,2023-03-20,891.16
INV00004091,CUST03508,PROD00086,3,2022-10-07,1104.24
INV00004092,CUST00052,PROD00011,3,2022-05-31,1208.22
INV00004093,CUST02514,PROD00096,4,2024-05-14,911.24
INV00004094,CUST04804,PROD00166,2,2023-08-12,236.88
INV00004095,CUST01937,PROD00034,2,2024-07-04,133.14
INV00004096,CUST02671,PROD00082,4,2022-11-30,426.68
INV00004097,CUST00046,PROD00083,8,2023-06-09,1550.48
INV00004098,CUST00277,PROD00134,7,2023-03-14,440.65
INV00004099,CUST04552,PROD00189,2,2022-11-10,498.56
INV00004100,CUST02326,PROD00078,9,2023-03-16,418.86
INV00004101,CUST04300,PROD00158,7,2024-04-15,3119.06
INV00004102,CUST04805,PROD00159,3,2024-12-08,140.19
INV00004103,CUST04093,PROD00177,7,2023-03-25,89.81
INV00004104,CUST03679,PROD00164,8,2024-08-21,1776.0
INV00004105,CUST02398,PROD00165,3,2024-02-07,1494.45
INV00004106,CUST00053,PROD00034,9,2023-07-23,599.13
INV00004107,CUST01374,PROD00095,4,2023-08-25,42.72
INV00004108,CUST00571,PROD00135,3,2023-07-23,681.9
INV00004109,CUST04452,PROD00028,3,2024-07-06,731.52
INV00004110,CUST01560,PROD00017,4,2022-11-04,122.76
INV00004111,CUST04970,PROD00037,5,2022-03-22,2112.1
INV00004112,CUST00759,PROD00016,1,2023-07-29,20.27
INV00004113,CUST00737,PROD00134,7,2023-03-06,440.65
INV00004114,CUST02150,PROD00126,4,2022-12-16,1136.04
INV00004115,CUST04529,PROD00119,1,2023-03-26,349.42
INV00004116,CUST04363,PROD00043,7,2024-03-13,1908.62
INV00004117,CUST04250,PROD00181,8,2022-06-28,1722.08
INV00004118,CUST01450,PROD00047,6,2024-10-24,381.9
INV00004119,CUST03933,PROD00119,5,2023-05-11,1747.1
INV00004120,CUST02976,PROD00144,8,2023-07-22,2524.88
INV00004121,CUST01112,PROD00098,10,2022-11-14,560.5
INV00004122,CUST00268,PROD00084,10,2022-12-08,4911.1
INV00004123,CUST00740,PROD00131,7,2024-08-21,899.57
INV00004124,CUST04537,PROD00062,2,2024-10-07,852.18
INV00004125,CUST03216,PROD00014,3,2023-11-18,1277.94
INV00004126,CUST03601,PROD00031,8,2024-05-11,3630.0
INV00004127,CUST01439,PROD00017,4,2024-03-06,122.76
INV00004128,CUST01625,PROD00114,10,2023-05-06,2997.0
INV00004129,CUST04773,PROD00048,1,2024-11-14,480.95
INV00004130,CUST02670,PROD00047,3,2023-01-30,190.95
INV00004131,CUST04724,PROD00146,10,2024-10-27,4684.5
INV00004132,CUST01754,PROD00190,3,2023-05-15,435.72
INV00004133,CUST00826,PROD00188,6,2023-12-30,1168.38
INV00004134,CUST04794,PROD00020,4,2023-10-16,1337.0
INV00004135,CUST04532,PROD00141,4,2022-12-22,1257.92
INV00004136,CUST01365,PROD00084,6,2024-03-13,2946.66
INV00004137,CUST02004,PROD00148,6,2023-04-18,2820.78
INV00004138,CUST04555,PROD00079,7,2023-07-26,1190.42
INV00004139,CUST01001,PROD00126,8,2024-08-17,2272.08
INV00004140,CUST04040,PROD00057,7,2022-11-29,2863.84
INV00004141,CUST02375,PROD00064,1,2024-11-27,315.86
INV00004142,CUST04678,PROD00086,5,2023-03-19,1840.4
INV00004143,CUST04732,PROD00199,10,2024-11-13,1070.8
INV00004144,CUST00955,PROD00047,10,2023-10-14,636.5
INV00004145,CUST04770,PROD00113,3,2022-01-25,228.75
INV00004146,CUST04678,PROD00045,2,2023-09-18,315.74
INV00004147,CUST01328,PROD00015,4,2023-12-26,702.32
INV00004148,CUST04882,PROD00120,8,2024-06-18,1853.76
INV00004149,CUST00922,PROD00055,6,2024-03-06,1886.34
INV00004150,CUST01133,PROD00149,9,2024-03-15,1027.26
INV00004151,CUST01991,PROD00034,1,2023-01-28,66.57
INV00004152,CUST00808,PROD00035,6,2024-06-21,2398.74
INV00004153,CUST03254,PROD00187,1,2024-09-04,443.06
INV00004154,CUST04490,PROD00049,1,2023-02-24,358.63
INV00004155,CUST00365,PROD00068,9,2024-07-29,133.2
INV00004156,CUST04006,PROD00156,8,2024-09-19,2981.6
INV00004157,CUST04249,PROD00129,10,2023-09-01,2938.6
INV00004158,CUST03592,PROD00090,6,2023-05-11,1815.3
INV00004159,CUST04214,PROD00092,4,2023-03-11,664.0
INV00004160,CUST04383,PROD00101,1,2023-01-26,279.97
INV00004161,CUST01655,PROD00005,5,2023-01-30,450.9
INV00004162,CUST01936,PROD00100,2,2024-05-05,979.16
INV00004163,CUST04692,PROD00147,2,2023-02-25,546.58
INV00004164,CUST03771,PROD00018,3,2023-04-23,226.11
INV00004165,CUST01721,PROD00187,1,2022-08-25,443.06
INV00004166,CUST01223,PROD00165,3,2024-03-24,1494.45
INV00004167,CUST04808,PROD00192,1,2023-06-24,201.74
INV00004168,CUST00758,PROD00078,8,2022-12-01,372.32
INV00004169,CUST02271,PROD00168,9,2024-10-06,3032.82
INV00004170,CUST01580,PROD00015,1,2023-04-01,175.58
INV00004171,CUST04724,PROD00107,2,2023-08-04,609.42
INV00004172,CUST01724,PROD00176,8,2024-01-02,1449.68
INV00004173,CUST00762,PROD00156,3,2023-03-04,1118.1
INV00004174,CUST03259,PROD00013,3,2024-08-10,200.82
INV00004175,CUST01244,PROD00030,3,2023-05-17,590.04
INV00004176,CUST00968,PROD00176,8,2024-11-03,1449.68
INV00004177,CUST03360,PROD00120,3,2024-10-20,695.16
INV00004178,CUST00439,PROD00030,2,2024-03-20,393.36
INV00004179,CUST00950,PROD00029,7,2023-12-03,1790.6
INV00004180,CUST00857,PROD00034,1,2023-07-04,66.57
INV00004181,CUST00991,PROD00159,8,2023-01-27,373.84
INV00004182,CUST01115,PROD00186,9,2023-09-26,1528.65
INV00004183,CUST03586,PROD00064,10,2023-03-30,3158.6
INV00004184,CUST01754,PROD00010,10,2023-01-14,536.3
INV00004185,CUST01577,PROD00111,6,2023-11-28,1662.36
INV00004186,CUST01708,PROD00138,3,2023-01-12,1409.49
INV00004187,CUST03731,PROD00167,5,2024-09-29,1378.5
INV00004188,CUST04268,PROD00027,5,2022-10-02,797.15
INV00004189,CUST01443,PROD00026,5,2022-09-20,1384.55
INV00004190,CUST00187,PROD00143,7,2024-05-06,209.93
INV00004191,CUST04300,PROD00036,1,2024-01-12,309.88
INV00004192,CUST04723,PROD00171,3,2023-07-30,986.19
INV00004193,CUST01230,PROD00153,7,2023-10-11,778.82
INV00004194,CUST01056,PROD00005,10,2024-12-29,901.8
INV00004195,CUST01587,PROD00180,6,2024-09-08,1083.96
INV00004196,CUST02867,PROD00185,2,2023-05-26,378.48
INV00004197,CUST00011,PROD00055,3,2024-01-22,943.17
INV00004198,CUST04780,PROD00128,2,2022-02-06,675.34
INV00004199,CUST01875,PROD00117,3,2023-04-26,116.49
INV00004200,CUST02257,PROD00049,6,2024-02-02,2151.78
INV00004201,CUST04504,PROD00084,6,2024-06-24,2946.66
INV00004202,CUST03174,PROD00079,3,2024-07-06,510.18
INV00004203,CUST01737,PROD00007,2,2023-06-11,454.32
INV00004204,CUST01280,PROD00007,8,2023-01-13,1817.28
INV00004205,CUST00441,PROD00109,6,2023-02-13,2228.28
INV00004206,CUST01327,PROD00123,9,2023-06-24,2903.49
INV00004207,CUST04054,PROD00072,3,2022-09-26,1403.46
INV00004208,CUST04908,PROD00159,8,2023-01-27,373.84
INV00004209,CUST00700,PROD00111,10,2024-02-18,2770.6
INV00004210,CUST00184,PROD00106,3,2023-04-22,124.95
INV00004211,CUST01037,PROD00073,2,2023-10-23,436.24
INV00004212,CUST02805,PROD00082,3,2023-06-28,320.01
INV00004213,CUST00063,PROD00057,1,2023-09-12,409.12
INV00004214,CUST02046,PROD00016,1,2022-09-23,20.27
INV00004215,CUST02976,PROD00104,10,2024-11-05,1062.0
INV00004216,CUST03699,PROD00095,5,2024-02-29,53.4
INV00004217,CUST00532,PROD00095,10,2023-09-15,106.8
INV00004218,CUST02852,PROD00096,7,2023-05-31,1594.67
INV00004219,CUST01413,PROD00064,8,2023-04-11,2526.88
INV00004220,CUST00872,PROD00036,8,2023-06-25,2479.04
INV00004221,CUST03557,PROD00001,1,2022-08-09,69.32
INV00004222,CUST04547,PROD00016,9,2022-09-14,182.43
INV00004223,CUST01005,PROD00010,1,2023-06-28,53.63
INV00004224,CUST03380,PROD00142,2,2023-04-28,379.82
INV00004225,CUST03681,PROD00103,2,2023-02-06,586.36
INV00004226,CUST04006,PROD00042,9,2023-08-19,2425.23
INV00004227,CUST00350,PROD00140,9,2022-10-30,3485.61
INV00004228,CUST00799,PROD00187,6,2024-07-25,2658.36
INV00004229,CUST03669,PROD00028,10,2022-12-02,2438.4
INV00004230,CUST00250,PROD00185,6,2023-02-10,1135.44
INV00004231,CUST00499,PROD00119,4,2022-07-06,1397.68
INV00004232,CUST04165,PROD00011,8,2023-06-15,3221.92
INV00004233,CUST00833,PROD00064,8,2022-08-10,2526.88
INV00004234,CUST01878,PROD00086,1,2022-07-30,368.08
INV00004235,CUST02358,PROD00093,5,2024-02-21,2354.65
INV00004236,CUST04031,PROD00077,7,2023-03-31,1268.05
INV00004237,CUST01434,PROD00030,4,2024-08-10,786.72
INV00004238,CUST00204,PROD00005,7,2024-04-28,631.26
INV00004239,CUST01489,PROD00090,9,2024-03-12,2722.95
INV00004240,CUST02911,PROD00115,7,2023-12-23,631.33
INV00004241,CUST04884,PROD00065,1,2023-10-22,127.52
INV00004242,CUST01676,PROD00031,1,2023-12-30,453.75
INV00004243,CUST02735,PROD00051,4,2024-07-04,468.92
INV00004244,CUST04973,PROD00104,8,2023-01-13,849.6
INV00004245,CUST02083,PROD00112,7,2024-04-08,2425.08
INV00004246,CUST01220,PROD00021,10,2023-05-24,828.8
INV00004247,CUST00525,PROD00135,3,2023-08-21,681.9
INV00004248,CUST03892,PROD00005,1,2023-01-13,90.18
INV00004249,CUST02180,PROD00104,7,2023-09-04,743.4
INV00004250,CUST00821,PROD00080,10,2023-12-22,3403.8
INV00004251,CUST00205,PROD00194,2,2023-01-15,260.82
INV00004252,CUST00415,PROD00115,8,2024-10-17,721.52
INV00004253,CUST01019,PROD00065,1,2023-01-26,127.52
INV00004254,CUST02152,PROD00150,9,2023-08-12,3278.07
INV00004255,CUST04523,PROD00018,10,2024-10-01,753.7
INV00004256,CUST02209,PROD00147,6,2023-01-04,1639.74
INV00004257,CUST02043,PROD00171,2,2024-09-10,657.46
INV00004258,CUST02595,PROD00045,5,2022-11-11,789.35
INV00004259,CUST04988,PROD00129,10,2023-01-16,2938.6
INV00004260,CUST02439,PROD00166,8,2024-05-22,947.52
INV00004261,CUST03236,PROD00156,4,2024-11-14,1490.8
INV00004262,CUST00534,PROD00051,10,2023-09-27,1172.3
INV00004263,CUST03597,PROD00176,7,2023-05-03,1268.47
INV00004264,CUST03132,PROD00155,5,2024-07-04,1257.65
INV00004265,CUST00837,PROD00106,2,2023-07-27,83.3
INV00004266,CUST01217,PROD00056,5,2023-09-09,808.45
INV00004267,CUST00403,PROD00125,10,2023-09-23,1897.6
INV00004268,CUST02181,PROD00064,3,2023-03-18,947.58
INV00004269,CUST02641,PROD00112,4,2022-12-25,1385.76
INV00004270,CUST04223,PROD00172,10,2023-10-06,4100.9
INV00004271,CUST04657,PROD00030,8,2024-01-19,1573.44
INV00004272,CUST00121,PROD00018,5,2024-10-12,376.85
INV00004273,CUST01353,PROD00111,3,2024-08-19,831.18
INV00004274,CUST00216,PROD00055,1,2023-11-01,314.39
INV00004275,CUST04224,PROD00118,9,2024-10-08,1962.36
INV00004276,CUST01406,PROD00028,7,2023-01-27,1706.88
INV00004277,CUST00450,PROD00041,1,2024-02-23,354.57
INV00004278,CUST02126,PROD00025,4,2022-07-31,881.96
INV00004279,CUST03026,PROD00176,10,2024-03-06,1812.1
INV00004280,CUST04683,PROD00132,9,2024-07-24,54.0
INV00004281,CUST04790,PROD00115,2,2023-02-12,180.38
INV00004282,CUST00685,PROD00114,9,2022-06-24,2697.3
INV00004283,CUST04126,PROD00161,5,2024-07-19,2156.75
INV00004284,CUST04164,PROD00008,9,2022-06-22,753.48
INV00004285,CUST03269,PROD00067,9,2023-05-30,877.68
INV00004286,CUST01133,PROD00042,2,2024-10-06,538.94
INV00004287,CUST03697,PROD00092,9,2024-12-08,1494.0
INV00004288,CUST01910,PROD00147,9,2023-06-27,2459.61
INV00004289,CUST03063,PROD00113,9,2022-11-25,686.25
INV00004290,CUST01414,PROD00016,1,2024-09-01,20.27
INV00004291,CUST02126,PROD00139,7,2022-05-16,58.17
INV00004292,CUST03886,PROD00082,2,2023-07-24,213.34
INV00004293,CUST01474,PROD00049,10,2023-04-24,3586.3
INV00004294,CUST00698,PROD00077,7,2024-03-19,1268.05
INV00004295,CUST00750,PROD00196,3,2022-08-25,447.87
INV00004296,CUST04186,PROD00128,10,2024-07-31,3376.7
INV00004297,CUST02216,PROD00043,7,2024-09-04,1908.62
INV00004298,CUST04585,PROD00130,8,2022-12-18,2122.0
INV00004299,CUST03213,PROD00149,8,2024-06-03,913.12
INV00004300,CUST00410,PROD00069,10,2023-01-04,1983.9
INV00004301,CUST02906,PROD00059,2,2024-08-25,80.18
INV00004302,CUST02119,PROD00023,10,2024-10-26,3835.4
INV00004303,CUST03470,PROD00029,7,2023-04-02,1790.6
INV00004304,CUST00361,PROD00127,4,2024-06-27,912.36
INV00004305,CUST01451,PROD00125,9,2023-08-14,1707.84
INV00004306,CUST04573,PROD00058,7,2023-03-08,1772.75
INV00004307,CUST02901,PROD00028,8,2024-07-09,1950.72
INV00004308,CUST04760,PROD00169,3,2024-05-31,1055.79
INV00004309,CUST02400,PROD00164,10,2022-07-12,2220.0
INV00004310,CUST03455,PROD00180,5,2024-08-29,903.3
INV00004311,CUST04996,PROD00097,9,2023-09-06,4398.03
INV00004312,CUST02037,PROD00185,10,2023-08-09,1892.4
INV00004313,CUST03517,PROD00007,8,2023-08-10,1817.28
INV00004314,CUST04192,PROD00080,2,2022-12-23,680.76
INV00004315,CUST03637,PROD00003,9,2022-10-21,3523.14
INV00004316,CUST02770,PROD00027,3,2023-09-24,478.29
INV00004317,CUST01310,PROD00092,4,2023-11-22,664.0
INV00004318,CUST03332,PROD00071,9,2024-01-07,1878.93
INV00004319,CUST01025,PROD00001,10,2024-03-01,693.2
INV00004320,CUST01819,PROD00069,7,2024-05-27,1388.73
INV00004321,CUST04364,PROD00179,4,2024-03-31,1824.12
INV00004322,CUST00337,PROD00112,5,2022-09-18,1732.2
INV00004323,CUST03238,PROD00123,9,2022-10-10,2903.49
INV00004324,CUST03647,PROD00155,2,2024-07-27,503.06
INV00004325,CUST03481,PROD00006,2,2024-05-04,972.7
INV00004326,CUST00731,PROD00077,4,2022-07-24,724.6
INV00004327,CUST00926,PROD00151,4,2024-09-26,1242.16
INV00004328,CUST02931,PROD00170,10,2024-12-17,1059.9
INV00004329,CUST01338,PROD00053,7,2024-09-14,2837.45
INV00004330,CUST00885,PROD00060,8,2023-05-13,1278.96
INV00004331,CUST03340,PROD00001,3,2023-11-12,207.96
INV00004332,CUST02037,PROD00012,6,2023-07-19,392.46
INV00004333,CUST04558,PROD00131,7,2022-07-17,899.57
INV00004334,CUST02724,PROD00200,1,2024-12-12,400.86
INV00004335,CUST01357,PROD00093,5,2023-08-01,2354.65
INV00004336,CUST04060,PROD00038,2,2023-05-20,106.54
INV00004337,CUST00798,PROD00110,1,2023-06-25,317.2
INV00004338,CUST01584,PROD00179,5,2023-01-11,2280.15
INV00004339,CUST00232,PROD00146,7,2024-06-07,3279.15
INV00004340,CUST00518,PROD00121,8,2024-06-22,404.72
INV00004341,CUST00536,PROD00198,5,2022-11-19,1083.05
INV00004342,CUST04871,PROD00138,9,2024-01-01,4228.47
INV00004343,CUST00343,PROD00140,1,2024-05-08,387.29
INV00004344,CUST03283,PROD00119,3,2024-05-02,1048.26
INV00004345,CUST00794,PROD00070,8,2022-12-07,798.08
INV00004346,CUST02219,PROD00106,2,2024-03-17,83.3
INV00004347,CUST01856,PROD00084,3,2024-09-03,1473.33
INV00004348,CUST03232,PROD00161,5,2023-06-11,2156.75
INV00004349,CUST04473,PROD00109,9,2024-07-10,3342.42
INV00004350,CUST02040,PROD00179,10,2024-04-24,4560.3
INV00004351,CUST04502,PROD00113,9,2023-06-06,686.25
INV00004352,CUST03123,PROD00146,2,2023-11-15,936.9
INV00004353,CUST02682,PROD00088,6,2023-06-22,2349.54
INV00004354,CUST00404,PROD00029,10,2022-09-29,2558.0
INV00004355,CUST01105,PROD00185,1,2023-03-08,189.24
INV00004356,CUST03914,PROD00093,7,2023-04-11,3296.51
INV00004357,CUST00365,PROD00090,2,2022-10-05,605.1
INV00004358,CUST03887,PROD00021,1,2023-09-13,82.88
INV00004359,CUST01861,PROD00153,9,2024-06-26,1001.34
INV00004360,CUST03235,PROD00054,6,2023-11-10,2041.14
INV00004361,CUST02037,PROD00106,2,2022-10-28,83.3
INV00004362,CUST04217,PROD00149,6,2023-07-24,684.84
INV00004363,CUST03051,PROD00154,7,2022-05-03,2339.19
INV00004364,CUST03978,PROD00002,1,2022-05-03,282.25
INV00004365,CUST04868,PROD00168,10,2024-07-16,3369.8
INV00004366,CUST02467,PROD00035,9,2023-07-10,3598.11
INV00004367,CUST04755,PROD00065,1,2022-09-27,127.52
INV00004368,CUST02403,PROD00097,5,2024-04-03,2443.35
INV00004369,CUST04561,PROD00158,7,2023-11-14,3119.06
INV00004370,CUST04076,PROD00106,6,2022-12-18,249.9
INV00004371,CUST03571,PROD00068,1,2023-04-02,14.8
INV00004372,CUST02546,PROD00081,6,2023-12-20,244.14
INV00004373,CUST04015,PROD00194,6,2023-06-17,782.46
INV00004374,CUST04404,PROD00008,5,2024-08-29,418.6
INV00004375,CUST02613,PROD00057,9,2023-03-17,3682.08
INV00004376,CUST04986,PROD00008,3,2023-12-26,251.16
INV00004377,CUST01987,PROD00095,7,2023-05-21,74.76
INV00004378,CUST03124,PROD00034,3,2024-12-13,199.71
INV00004379,CUST03431,PROD00087,5,2024-10-09,312.55
INV00004380,CUST00444,PROD00028,6,2024-05-27,1463.04
INV00004381,CUST04946,PROD00156,4,2023-12-10,1490.8
INV00004382,CUST00440,PROD00003,7,2024-10-06,2740.22
INV00004383,CUST01313,PROD00048,3,2023-04-14,1442.85
INV00004384,CUST01247,PROD00076,8,2022-09-30,1018.64
INV00004385,CUST03508,PROD00123,8,2024-08-21,2580.88
INV00004386,CUST02545,PROD00103,6,2022-10-07,1759.08
INV00004387,CUST00552,PROD00100,2,2023-01-10,979.16
INV00004388,CUST00648,PROD00046,2,2023-05-28,487.44
INV00004389,CUST00757,PROD00096,5,2024-05-23,1139.05
INV00004390,CUST04370,PROD00133,7,2024-01-12,638.19
INV00004391,CUST00492,PROD00002,9,2024-08-15,2540.25
INV00004392,CUST00123,PROD00028,10,2023-09-12,2438.4
INV00004393,CUST04230,PROD00102,8,2024-03-30,791.68
INV00004394,CUST04578,PROD00033,2,2023-01-12,784.34
INV00004395,CUST01417,PROD00148,6,2024-03-09,2820.78
INV00004396,CUST03638,PROD00004,5,2024-09-13,1778.5
INV00004397,CUST03655,PROD00035,7,2024-03-26,2798.53
INV00004398,CUST02156,PROD00043,7,2024-08-22,1908.62
INV00004399,CUST00624,PROD00038,2,2024-09-11,106.54
INV00004400,CUST01349,PROD00014,9,2022-11-20,3833.82
INV00004401,CUST02059,PROD00059,8,2024-12-25,320.72
INV00004402,CUST02803,PROD00059,6,2024-02-29,240.54
INV00004403,CUST04823,PROD00187,9,2024-01-30,3987.54
INV00004404,CUST00394,PROD00119,6,2023-12-22,2096.52
INV00004405,CUST01383,PROD00095,9,2023-05-24,96.12
INV00004406,CUST01433,PROD00080,2,2022-11-20,680.76
INV00004407,CUST04567,PROD00178,9,2023-05-07,388.71
INV00004408,CUST02657,PROD00065,5,2023-12-03,637.6
INV00004409,CUST00387,PROD00009,7,2024-04-26,659.4
INV00004410,CUST02085,PROD00079,5,2024-02-13,850.3
INV00004411,CUST03828,PROD00087,3,2024-11-23,187.53
INV00004412,CUST01613,PROD00020,3,2022-10-15,1002.75
INV00004413,CUST01586,PROD00040,8,2024-09-03,2024.32
INV00004414,CUST02339,PROD00198,10,2024-02-15,2166.1
INV00004415,CUST04025,PROD00175,10,2024-12-04,196.0
INV00004416,CUST00696,PROD00116,7,2023-11-28,3241.91
INV00004417,CUST01690,PROD00063,5,2024-11-06,2455.2
INV00004418,CUST01363,PROD00126,1,2023-06-02,284.01
INV00004419,CUST01570,PROD00143,3,2024-04-19,89.97
INV00004420,CUST00597,PROD00122,1,2023-08-19,278.92
INV00004421,CUST04448,PROD00016,10,2023-01-25,202.7
INV00004422,CUST03171,PROD00064,5,2023-02-12,1579.3
INV00004423,CUST02695,PROD00183,4,2024-04-14,1202.24
INV00004424,CUST00272,PROD00099,6,2023-06-10,1656.9
INV00004425,CUST04468,PROD00129,3,2024-11-29,881.58
INV00004426,CUST02186,PROD00160,6,2023-06-12,2427.36
INV00004427,CUST01881,PROD00079,1,2022-08-17,170.06
INV00004428,CUST00851,PROD00132,7,2022-11-17,42.0
INV00004429,CUST03609,PROD00122,5,2023-12-11,1394.6
INV00004430,CUST04213,PROD00018,6,2024-07-31,452.22
INV00004431,CUST01412,PROD00072,5,2023-07-30,2339.1
INV00004432,CUST02945,PROD00067,7,2023-01-01,682.64
INV00004433,CUST00439,PROD00137,9,2023-02-09,994.32
INV00004434,CUST02963,PROD00177,8,2022-08-13,102.64
