customer_id,total_orders,total_spent,avg_order_value,lifespan_months,estimated_clv
CUST01221,9,7049.37,783.2633333333333,5.0,50755.464
CUST01222,4,4649.05,1162.2625,7.0,23909.4
CUST01223,11,16330.14,1484.5581818181818,11.0,53444.09454545454
CUST01224,13,16175.4,1244.2615384615385,8.0,72789.3
CUST01225,13,17213.41,1324.1084615384616,11.0,56334.796363636364
CUST01226,8,13075.44,1634.43,1.0,470715.84
CUST01227,11,14159.36,1287.2145454545455,5.0,101947.392
CUST01228,6,10716.4,1786.0666666666666,2.0,192895.2
CUST01229,1,157.87,157.87,0.0,157.87
CUST01230,20,25866.26,1293.313,7.0,133026.48
CUST01231,8,8109.54,1013.6925,6.0,48657.24
CUST01232,15,27679.2,1845.28,10.0,99645.12
CUST01233,11,18043.38,1640.3072727272727,6.0,108260.28
CUST01234,11,20573.7,1870.3363636363636,11.0,67332.10909090909
CUST01235,11,24800.68,2254.6072727272726,0.0,24800.68
CUST01236,5,6502.59,1300.518,5.0,46818.648
CUST01237,13,25048.77,1926.8284615384616,4.0,225438.93
CUST01238,8,14901.78,1862.7225,3.0,178821.36
CUST01239,11,21727.04,1975.1854545454546,2.0,391086.72
CUST01240,14,14102.13,1007.295,4.0,126919.17
CUST01241,11,14029.44,1275.4036363636365,2.0,252529.92
CUST01242,9,11588.22,1287.58,10.0,41717.592
CUST01243,9,11347.87,1260.8744444444444,2.0,204261.66
CUST01244,11,15718.34,1428.94,8.0,70732.53
CUST01245,6,5897.23,982.8716666666667,4.0,53075.07
CUST01246,9,10704.84,1189.4266666666667,6.0,64229.04
CUST01247,13,18419.03,1416.8484615384616,2.0,331542.54
CUST01248,8,7972.24,996.53,10.0,28700.064
CUST01249,8,11166.05,1395.75625,7.0,57425.4
CUST01250,9,5885.26,653.9177777777778,8.0,26483.67
CUST01251,9,9380.18,1042.2422222222222,1.0,337686.48
CUST01252,9,13681.53,1520.17,11.0,44775.91636363637
CUST01253,7,13484.54,1926.3628571428571,8.0,60680.43
CUST01254,10,12688.3,1268.83,3.0,152259.6
CUST01255,10,10535.77,1053.577,7.0,54183.96
CUST01256,11,23420.7,2129.1545454545453,10.0,84314.52
CUST01257,10,13387.5,1338.75,5.0,96390.0
CUST01258,14,13361.11,954.365,1.0,480999.96
CUST01259,10,13088.19,1308.819,7.0,67310.69142857143
CUST01260,9,7313.53,812.6144444444444,0.0,7313.53
CUST01261,12,13165.19,1097.0991666666666,3.0,157982.28
CUST01262,13,12500.11,961.5469230769231,2.0,225001.98
CUST01263,10,14507.07,1450.707,0.0,14507.07
CUST01264,4,7085.01,1771.2525,9.0,28340.04
CUST01265,12,7274.15,606.1791666666667,8.0,32733.675
CUST01266,8,9760.86,1220.1075,7.0,50198.70857142857
CUST01267,16,24807.98,1550.49875,6.0,148847.88
CUST01268,16,22074.92,1379.6825,10.0,79469.712
CUST01269,5,7128.11,1425.622,5.0,51322.392
CUST01270,12,18135.6,1511.3,1.0,652881.6
CUST01271,10,13310.05,1331.005,4.0,119790.45
CUST01272,7,10871.46,1553.0657142857142,11.0,35579.32363636364
CUST01273,10,18056.97,1805.697,4.0,162512.73
CUST01274,7,10147.61,1449.6585714285713,10.0,36531.396
CUST01275,9,14154.85,1572.7611111111112,5.0,101914.92
CUST01276,11,14459.23,1314.4754545454546,6.0,86755.38
CUST01277,13,13718.17,1055.243846153846,1.0,493854.12
CUST01278,4,5265.17,1316.2925,8.0,23693.265
CUST01279,11,10327.08,938.8254545454546,9.0,41308.32
CUST01280,9,10998.14,1222.0155555555555,11.0,35993.91272727273
CUST01281,13,15692.71,1207.1315384615384,3.0,188312.52
CUST01282,15,15991.99,1066.1326666666666,3.0,191903.88
CUST01283,8,11538.08,1442.26,11.0,37760.98909090909
CUST01284,7,13902.83,1986.1185714285714,9.0,55611.32
CUST01285,8,10083.13,1260.39125,4.0,90748.17
CUST01286,14,19312.75,1379.482142857143,4.0,173814.75
CUST01287,6,8115.34,1352.5566666666666,0.0,8115.34
CUST01288,10,14796.12,1479.612,10.0,53266.032
CUST01289,7,8952.4,1278.9142857142858,0.0,8952.4
CUST01290,7,13283.52,1897.6457142857143,8.0,59775.84
CUST01291,7,14980.06,2140.0085714285715,6.0,89880.36
CUST01292,11,13023.36,1183.9418181818182,1.0,468840.96
CUST01293,8,8652.14,1081.5175,10.0,31147.704
CUST01294,7,10417.98,1488.2828571428572,4.0,93761.82
CUST01295,11,11122.38,1011.1254545454545,10.0,40040.568
CUST01296,8,4923.03,615.37875,9.0,19692.12
CUST01297,11,12621.06,1147.3690909090908,5.0,90871.632
CUST01298,9,12494.43,1388.27,8.0,56224.935
CUST01299,8,7713.96,964.245,9.0,30855.84
CUST01300,8,11130.96,1391.37,7.0,57244.93714285714
CUST01301,9,16658.84,1850.9822222222222,3.0,199906.08
CUST01302,12,18514.7,1542.8916666666667,11.0,60593.56363636364
CUST01303,5,3390.94,678.188,5.0,24414.768
CUST01304,10,13688.63,1368.863,3.0,164263.56
CUST01305,12,13527.6,1127.3,11.0,44272.145454545454
CUST01306,5,9938.36,1987.672,3.0,119260.32
CUST01307,9,10194.42,1132.7133333333334,4.0,91749.78
CUST01308,9,8073.29,897.0322222222222,3.0,96879.48
CUST01309,8,10344.64,1293.08,8.0,46550.88
CUST01310,13,13201.29,1015.4838461538461,1.0,475246.44
CUST01311,9,7774.8,863.8666666666667,10.0,27989.28
CUST01312,11,14046.3,1276.9363636363637,4.0,126416.7
CUST01313,12,16855.97,1404.6641666666667,7.0,86687.84571428571
CUST01314,7,6237.41,891.0585714285714,10.0,22454.676
CUST01315,8,11908.67,1488.58375,9.0,47634.68
CUST01316,7,6643.14,949.02,7.0,34164.72
CUST01317,11,21142.12,1922.010909090909,9.0,84568.48
CUST01318,8,10083.89,1260.48625,1.0,363020.04
CUST01319,5,4371.9,874.38,1.0,157388.4
CUST01320,9,15117.86,1679.7622222222221,5.0,108848.592
CUST01321,5,9281.03,1856.206,0.0,9281.03
CUST01322,12,11494.1,957.8416666666667,5.0,82757.52
CUST01323,8,8279.46,1034.9325,9.0,33117.84
CUST01324,9,17901.78,1989.0866666666666,11.0,58587.64363636364
CUST01325,16,19952.04,1247.0025,1.0,718273.44
CUST01326,12,11545.31,962.1091666666666,4.0,103907.79
CUST01327,12,21140.26,1761.6883333333333,7.0,108721.33714285714
CUST01328,14,24273.82,1733.8442857142857,9.0,97095.28
CUST01329,7,13045.88,1863.6971428571428,11.0,42695.60727272727
CUST01330,10,13303.52,1330.352,5.0,95785.344
CUST01331,10,14049.0,1404.9,10.0,50576.4
CUST01332,9,7602.58,844.7311111111111,6.0,45615.48
CUST01333,9,13125.58,1458.3977777777777,9.0,52502.32
CUST01334,12,19391.53,1615.9608333333333,5.0,139619.016
CUST01335,12,11949.0,995.75,0.0,11949.0
CUST01336,7,5929.5,847.0714285714286,1.0,213462.0
CUST01337,8,7824.42,978.0525,7.0,40239.874285714286
CUST01338,11,21784.06,1980.3690909090908,11.0,71293.28727272728
CUST01339,11,10959.86,996.3509090909091,4.0,98638.74
CUST01340,7,7360.73,1051.5328571428572,7.0,37855.182857142856
CUST01341,8,11124.85,1390.60625,9.0,44499.4
CUST01342,7,6805.39,972.1985714285714,9.0,27221.56
CUST01343,11,16309.35,1482.668181818182,1.0,587136.6
CUST01344,9,12046.0,1338.4444444444443,2.0,216828.0
CUST01345,10,14218.96,1421.896,6.0,85313.76
CUST01346,13,18563.68,1427.9753846153847,10.0,66829.248
CUST01347,12,14317.74,1193.145,7.0,73634.09142857142
CUST01348,7,7704.19,1100.5985714285714,1.0,277350.84
CUST01349,8,13727.37,1715.92125,10.0,49418.532
CUST01350,13,18443.76,1418.7507692307693,7.0,94853.62285714285
CUST01351,15,14968.18,997.8786666666666,8.0,67356.81
CUST01352,7,10903.5,1557.642857142857,8.0,49065.75
CUST01353,9,16512.17,1834.6855555555555,2.0,297219.06
CUST01354,11,13435.33,1221.3936363636365,3.0,161223.96
CUST01355,10,12852.78,1285.278,6.0,77116.68
CUST01356,5,9433.02,1886.604,11.0,30871.701818181817
CUST01357,11,15393.86,1399.4418181818182,9.0,61575.44
CUST01358,6,2443.55,407.2583333333333,0.0,2443.55
CUST01359,7,14285.81,2040.83,1.0,514289.16
CUST01360,9,16096.48,1788.4977777777779,2.0,289736.64
CUST01361,5,7848.58,1569.716,10.0,28254.888
CUST01362,7,13324.0,1903.4285714285713,2.0,239832.0
CUST01363,10,8826.81,882.681,2.0,158882.58
CUST01364,10,13484.34,1348.434,6.0,80906.04
CUST01365,10,10880.34,1088.034,10.0,39169.224
CUST01366,11,13242.88,1203.898181818182,11.0,43340.33454545455
CUST01367,7,10882.2,1554.6,4.0,97939.8
CUST01368,10,13448.69,1344.869,8.0,60519.105
CUST01369,14,25960.11,1854.2935714285713,1.0,934563.96
CUST01370,11,12886.78,1171.5254545454545,9.0,51547.12
CUST01371,13,11405.64,877.3569230769231,7.0,58657.577142857146
CUST01372,12,14848.97,1237.4141666666667,4.0,133640.73
CUST01373,13,22197.82,1707.5246153846153,1.0,799121.52
CUST01374,15,25528.07,1701.8713333333333,7.0,131287.21714285715
CUST01375,11,10457.33,950.6663636363636,8.0,47057.985
CUST01376,10,8294.92,829.492,10.0,29861.712
CUST01377,10,9500.01,950.001,5.0,68400.072
CUST01378,12,17175.4,1431.2833333333333,0.0,17175.4
CUST01379,11,17942.17,1631.1063636363635,6.0,107653.02
CUST01380,12,17600.06,1466.6716666666666,0.0,17600.06
CUST01381,10,24272.81,2427.281,7.0,124831.59428571428
CUST01382,3,4143.49,1381.1633333333334,3.0,49721.88
CUST01383,9,11184.92,1242.7688888888888,10.0,40265.712
CUST01384,10,15835.15,1583.515,7.0,81437.91428571429
CUST01385,7,11466.36,1638.0514285714285,1.0,412788.96
CUST01386,14,13604.66,971.7614285714286,7.0,69966.82285714286
CUST01387,7,11841.08,1691.5828571428572,2.0,213139.44
CUST01388,10,17385.43,1738.543,1.0,625875.48
CUST01389,7,10631.82,1518.8314285714287,11.0,34795.04727272727
CUST01390,9,12570.12,1396.68,8.0,56565.54
CUST01391,2,3379.7,1689.85,3.0,40556.4
CUST01392,10,18223.04,1822.304,11.0,59639.04
CUST01393,9,14209.22,1578.8022222222223,2.0,255765.96
CUST01394,10,14256.28,1425.628,11.0,46656.91636363637
CUST01395,8,11287.48,1410.935,1.0,406349.28
CUST01396,12,18827.33,1568.9441666666667,3.0,225927.96
CUST01397,10,12382.68,1238.268,0.0,12382.68
CUST01398,13,23284.55,1791.1192307692309,5.0,167648.76
CUST01399,15,20130.94,1342.0626666666667,4.0,181178.46
CUST01400,7,11040.27,1577.1814285714286,3.0,132483.24
CUST01401,7,7890.2,1127.1714285714286,7.0,40578.171428571426
CUST01402,7,5807.16,829.5942857142857,3.0,69685.92
CUST01403,6,13299.23,2216.5383333333334,9.0,53196.92
CUST01404,12,16768.3,1397.3583333333333,11.0,54878.07272727273
CUST01405,10,14732.01,1473.201,11.0,48213.85090909091
CUST01406,4,3239.75,809.9375,3.0,38877.0
CUST01407,9,11754.56,1306.0622222222223,7.0,60452.02285714286
CUST01408,10,16547.24,1654.724,11.0,54154.60363636364
CUST01409,7,11767.57,1681.0814285714287,9.0,47070.28
CUST01410,5,7078.04,1415.608,4.0,63702.36
CUST01411,15,19898.23,1326.5486666666666,10.0,71633.628
CUST01412,13,21700.85,1669.2961538461539,10.0,78123.06
CUST01413,14,20899.43,1492.8164285714286,10.0,75237.948
CUST01414,13,11614.28,893.4061538461539,5.0,83622.816
CUST01415,9,9184.11,1020.4566666666667,4.0,82656.99
CUST01416,8,6096.46,762.0575,10.0,21947.256
CUST01417,13,20544.58,1580.3523076923077,2.0,369802.44
CUST01418,13,18882.43,1452.4946153846154,11.0,61797.04363636364
CUST01419,9,10848.41,1205.378888888889,11.0,35503.887272727276
CUST01420,10,10275.31,1027.531,2.0,184955.58
CUST01421,7,7110.24,1015.7485714285714,0.0,7110.24
CUST01422,9,9415.8,1046.2,5.0,67793.76
CUST01423,9,11380.37,1264.4855555555555,6.0,68282.22
CUST01424,16,28572.08,1785.755,9.0,114288.32
CUST01425,12,17027.91,1418.9925,4.0,153251.19
CUST01426,10,12880.66,1288.066,1.0,463703.76
CUST01427,13,14869.09,1143.7761538461539,9.0,59476.36
CUST01428,7,9139.43,1305.6328571428571,5.0,65803.896
CUST01429,5,2753.18,550.636,2.0,49557.24
CUST01430,8,12642.66,1580.3325,5.0,91027.152
CUST01431,10,10750.97,1075.097,8.0,48379.365
CUST01432,9,8352.07,928.0077777777777,2.0,150337.26
CUST01433,11,14576.84,1325.1672727272728,5.0,104953.248
CUST01434,16,20261.33,1266.333125,2.0,364703.94
CUST01435,9,8095.81,899.5344444444445,2.0,145724.58
CUST01436,11,14157.88,1287.08,10.0,50968.368
CUST01437,5,4889.66,977.932,1.0,176027.76
CUST01438,13,18160.13,1396.933076923077,11.0,59433.152727272725
CUST01439,9,7672.55,852.5055555555556,7.0,39458.828571428574
CUST01440,9,14042.5,1560.2777777777778,4.0,126382.5
CUST01441,7,6932.67,990.3814285714286,4.0,62394.03
CUST01442,12,17935.92,1494.66,5.0,129138.624
CUST01443,11,15421.35,1401.9409090909091,6.0,92528.1
CUST01444,8,7446.26,930.7825,11.0,24369.578181818182
CUST01445,4,3293.14,823.285,2.0,59276.52
CUST01446,6,3852.24,642.04,9.0,15408.96
CUST01447,13,21724.98,1671.1523076923077,4.0,195524.82
CUST01448,11,20174.5,1834.0454545454545,8.0,90785.25
CUST01449,12,9707.15,808.9291666666667,0.0,9707.15
CUST01450,13,19205.0,1477.3076923076924,5.0,138276.0
CUST01451,11,13852.26,1259.2963636363636,0.0,13852.26
CUST01452,11,15117.83,1374.3481818181817,11.0,49476.534545454546
CUST01453,9,11616.42,1290.7133333333334,9.0,46465.68
CUST01454,7,9712.28,1387.4685714285715,6.0,58273.68
CUST01455,11,13116.99,1192.4536363636364,11.0,42928.33090909091
CUST01456,8,10016.19,1252.02375,7.0,51511.834285714285
CUST01457,14,13910.69,993.6207142857143,10.0,50078.484
CUST01458,11,7370.6,670.0545454545454,1.0,265341.6
CUST01459,17,17764.86,1044.9917647058824,5.0,127906.992
CUST01460,10,16672.62,1667.262,2.0,300107.16
CUST01461,15,18198.99,1213.266,0.0,18198.99
CUST01462,9,19301.63,2144.6255555555554,4.0,173714.67
CUST01464,10,11371.11,1137.111,6.0,68226.66
CUST01465,15,29442.34,1962.8226666666667,10.0,105992.424
CUST01466,12,18165.81,1513.8175,7.0,93424.16571428571
CUST01467,10,9181.52,918.152,5.0,66106.944
CUST01468,17,15425.68,907.3929411764706,9.0,61702.72
CUST01469,9,14823.81,1647.09,11.0,48514.28727272727
CUST01470,8,10460.8,1307.6,0.0,10460.8
CUST01471,16,15042.39,940.149375,7.0,77360.86285714286
CUST01472,10,25573.55,2557.355,4.0,230161.95
CUST01473,11,21061.15,1914.65,5.0,151640.28
CUST01474,12,17731.95,1477.6625,2.0,319175.1
CUST01475,10,21917.72,2191.772,8.0,98629.74
CUST01476,11,19198.2,1745.290909090909,7.0,98733.6
CUST01477,9,5816.45,646.2722222222222,6.0,34898.7
CUST01478,10,14213.48,1421.348,4.0,127921.32
CUST01479,15,18923.55,1261.57,6.0,113541.3
CUST01480,10,16280.53,1628.053,3.0,195366.36
CUST01481,10,13762.17,1376.217,6.0,82573.02
CUST01482,10,9796.11,979.611,0.0,9796.11
CUST01483,12,21563.82,1796.985,11.0,70572.50181818182
CUST01484,9,14825.51,1647.2788888888888,5.0,106743.672
CUST01485,10,13588.18,1358.818,8.0,61146.81
CUST01486,16,24938.6,1558.6625,7.0,128255.65714285715
CUST01487,6,7298.9,1216.4833333333333,6.0,43793.4
CUST01488,9,11440.9,1271.2111111111112,2.0,205936.2
CUST01489,6,9025.75,1504.2916666666667,7.0,46418.142857142855
CUST01490,7,7108.83,1015.5471428571428,6.0,42652.98
CUST01491,5,7357.3,1471.46,8.0,33107.85
CUST01492,11,11533.74,1048.5218181818182,0.0,11533.74
CUST01493,6,5153.21,858.8683333333333,5.0,37103.112
CUST01494,9,12948.39,1438.71,1.0,466142.04
CUST01495,15,23735.03,1582.3353333333334,4.0,213615.27
CUST01496,9,10608.99,1178.7766666666666,10.0,38192.364
CUST01497,16,23531.43,1470.714375,10.0,84713.148
CUST01498,11,8673.56,788.5054545454545,3.0,104082.72
CUST01499,6,8409.9,1401.65,2.0,151378.2
CUST01500,15,19340.58,1289.372,2.0,348130.44
CUST01501,14,13658.85,975.6321428571429,4.0,122929.65
CUST01502,8,13251.85,1656.48125,2.0,238533.3
CUST01503,6,5916.91,986.1516666666666,2.0,106504.38
CUST01504,7,6538.28,934.04,6.0,39229.68
CUST01505,9,8365.72,929.5244444444445,10.0,30116.592
CUST01506,9,17222.91,1913.6566666666668,7.0,88574.96571428572
CUST01507,7,11381.72,1625.96,10.0,40974.192
CUST01508,13,22127.47,1702.113076923077,5.0,159317.784
CUST01509,5,5157.44,1031.488,11.0,16878.894545454546
CUST01510,11,14269.98,1297.270909090909,3.0,171239.76
CUST01511,8,11693.99,1461.74875,2.0,210491.82
CUST01512,10,13712.46,1371.246,10.0,49364.856
CUST01513,10,21084.67,2108.467,0.0,21084.67
CUST01514,2,3465.26,1732.63,2.0,62374.68
CUST01515,11,9473.47,861.2245454545455,3.0,113681.64
CUST01516,10,14070.38,1407.038,11.0,46048.516363636365
CUST01517,7,10151.87,1450.2671428571427,6.0,60911.22
CUST01518,9,9749.02,1083.2244444444445,0.0,9749.02
CUST01519,12,15813.24,1317.77,10.0,56927.664
CUST01520,12,17343.84,1445.32,5.0,124875.648
CUST01521,5,3494.49,698.898,4.0,31450.41
CUST01522,15,20868.19,1391.2126666666666,1.0,751254.84
CUST01523,5,9645.05,1929.01,4.0,86805.45
CUST01524,12,12614.84,1051.2366666666667,0.0,12614.84
CUST01525,9,11880.89,1320.098888888889,8.0,53464.005
CUST01526,13,12338.56,949.12,11.0,40380.74181818182
CUST01527,7,4455.62,636.5171428571429,4.0,40100.58
CUST01528,12,13920.58,1160.0483333333334,1.0,501140.88
CUST01529,12,19781.19,1648.4325,10.0,71212.284
CUST01530,13,18909.31,1454.5623076923077,1.0,680735.16
CUST01531,11,16542.0,1503.8181818181818,9.0,66168.0
CUST01532,12,16945.02,1412.085,5.0,122004.144
CUST01533,10,13943.49,1394.349,10.0,50196.564
CUST01534,11,15910.1,1446.3727272727272,5.0,114552.72
CUST01535,8,12253.51,1531.68875,7.0,63018.05142857143
CUST01536,10,14679.42,1467.942,3.0,176153.04
CUST01537,18,24533.49,1362.9716666666666,3.0,294401.88
CUST01538,10,12840.54,1284.054,10.0,46225.944
CUST01539,11,13886.25,1262.3863636363637,7.0,71415.0
CUST01540,7,4817.86,688.2657142857142,10.0,17344.296
CUST01541,8,11258.56,1407.32,5.0,81061.632
CUST01542,12,20862.17,1738.5141666666666,11.0,68276.19272727273
CUST01543,9,12812.9,1423.6555555555556,7.0,65894.91428571429
CUST01544,7,10552.34,1507.4771428571428,0.0,10552.34
CUST01545,9,13983.76,1553.7511111111112,3.0,167805.12
CUST01546,15,30751.42,2050.094666666667,5.0,221410.224
CUST01547,2,1392.96,696.48,5.0,10029.312
CUST01548,4,4796.87,1199.2175,6.0,28781.22
CUST01549,12,14371.03,1197.5858333333333,0.0,14371.03
CUST01550,9,14641.59,1626.8433333333332,11.0,47917.93090909091
CUST01551,10,11116.26,1111.626,8.0,50023.17
CUST01552,13,15645.36,1203.4892307692307,8.0,70404.12
CUST01553,21,37120.86,1767.66,9.0,148483.44
CUST01554,10,13837.65,1383.765,0.0,13837.65
CUST01555,3,6104.26,2034.7533333333333,6.0,36625.56
CUST01556,10,13122.51,1312.251,6.0,78735.06
CUST01557,14,22426.09,1601.8635714285715,8.0,100917.405
CUST01558,12,16204.06,1350.3383333333334,9.0,64816.24
CUST01559,9,13581.98,1509.108888888889,10.0,48895.128
CUST01560,9,8626.24,958.4711111111111,0.0,8626.24
CUST01561,4,3073.63,768.4075,7.0,15807.24
CUST01562,9,11965.94,1329.548888888889,4.0,107693.46
CUST01563,10,13001.76,1300.176,7.0,66866.19428571429
CUST01564,2,1657.38,828.69,5.0,11933.136
CUST01565,11,17349.51,1577.2281818181818,6.0,104097.06
CUST01566,10,14201.05,1420.105,11.0,46476.163636363635
CUST01567,8,7626.89,953.36125,10.0,27456.804
CUST01568,7,4201.22,600.1742857142857,8.0,18905.49
CUST01569,9,12950.17,1438.9077777777777,6.0,77701.02
CUST01570,15,29738.46,1982.564,4.0,267646.14
CUST01571,6,6959.03,1159.8383333333334,0.0,6959.03
CUST01572,7,7151.94,1021.7057142857143,4.0,64367.46
CUST01573,3,7236.76,2412.2533333333336,1.0,260523.36
CUST01574,15,11957.17,797.1446666666667,4.0,107614.53
CUST01575,17,22423.48,1319.0282352941176,7.0,115320.75428571428
CUST01576,8,9816.73,1227.09125,1.0,353402.28
CUST01577,13,18044.32,1388.0246153846153,10.0,64959.552
CUST01578,13,23732.85,1825.6038461538462,5.0,170876.52
CUST01579,15,24604.95,1640.33,11.0,80525.29090909091
CUST01580,13,13104.0,1008.0,4.0,117936.0
CUST01581,7,8423.64,1203.3771428571429,7.0,43321.577142857146
CUST01582,10,15846.77,1584.677,1.0,570483.72
CUST01583,6,13047.61,2174.6016666666665,6.0,78285.66
CUST01584,9,9075.63,1008.4033333333333,2.0,163361.34
CUST01585,11,13860.32,1260.0290909090909,10.0,49897.152
CUST01586,7,7321.74,1045.962857142857,8.0,32947.83
CUST01587,20,31052.32,1552.616,4.0,279470.88
CUST01588,12,13954.05,1162.8375,6.0,83724.3
CUST01589,11,15117.18,1374.2890909090909,1.0,544218.48
CUST01590,12,12012.09,1001.0075,0.0,12012.09
CUST01591,13,15856.36,1219.72,2.0,285414.48
CUST01592,9,12195.57,1355.0633333333333,2.0,219520.26
CUST01593,13,24773.32,1905.64,6.0,148639.92
CUST01594,13,17374.56,1336.5046153846154,11.0,56862.196363636365
CUST01595,7,7772.07,1110.2957142857142,11.0,25435.865454545456
CUST01596,17,27895.6,1640.9176470588236,3.0,334747.2
CUST01597,10,9072.54,907.254,9.0,36290.16
CUST01598,5,4680.21,936.042,11.0,15317.050909090909
CUST01599,11,11010.84,1000.9854545454546,11.0,36035.476363636364
CUST01600,5,9768.62,1953.724,2.0,175835.16
CUST01601,6,7165.01,1194.1683333333333,0.0,7165.01
CUST01602,8,14785.46,1848.1825,4.0,133069.14
CUST01603,15,19781.88,1318.792,10.0,71214.768
CUST01604,10,12235.82,1223.582,9.0,48943.28
CUST01605,15,21195.81,1413.054,10.0,76304.916
CUST01606,4,4435.66,1108.915,1.0,159683.76
CUST01607,5,8862.82,1772.564,2.0,159530.76
CUST01608,15,26546.93,1769.7953333333332,8.0,119461.185
CUST01609,12,20382.86,1698.5716666666667,2.0,366891.48
CUST01610,6,6931.51,1155.2516666666668,5.0,49906.872
CUST01611,9,12167.69,1351.9655555555555,5.0,87607.368
CUST01612,11,10560.87,960.079090909091,2.0,190095.66
CUST01613,12,9320.44,776.7033333333334,1.0,335535.84
CUST01614,8,7432.74,929.0925,7.0,38225.52
CUST01615,11,11148.29,1013.4809090909091,8.0,50167.305
CUST01616,8,9909.4,1238.675,3.0,118912.8
CUST01617,15,18779.26,1251.9506666666666,6.0,112675.56
CUST01618,10,7244.66,724.466,9.0,28978.64
CUST01619,6,12839.87,2139.9783333333335,3.0,154078.44
CUST01620,3,8499.59,2833.1966666666667,6.0,50997.54
CUST01621,7,9787.6,1398.2285714285715,7.0,50336.22857142857
CUST01622,13,22486.64,1729.7415384615385,6.0,134919.84
CUST01623,9,11833.5,1314.8333333333333,11.0,38727.818181818184
CUST01624,8,18739.58,2342.4475,0.0,18739.58
CUST01625,8,12222.82,1527.8525,1.0,440021.52
CUST01626,17,16845.49,990.9111764705882,1.0,606437.64
CUST01627,12,18430.08,1535.84,6.0,110580.48
CUST01628,6,10255.25,1709.2083333333333,1.0,369189.0
CUST01629,12,10412.84,867.7366666666667,2.0,187431.12
CUST01630,6,8181.22,1363.5366666666666,2.0,147261.96
CUST01631,7,10165.77,1452.2528571428572,10.0,36596.772
CUST01632,13,24660.45,1896.9576923076922,7.0,126825.17142857143
CUST01633,10,11693.57,1169.357,1.0,420968.52
CUST01634,4,5875.9,1468.975,8.0,26441.55
CUST01635,6,5575.86,929.31,2.0,100365.48
CUST01636,10,18087.49,1808.749,9.0,72349.96
CUST01637,2,709.83,354.915,0.0,709.83
CUST01638,7,7192.21,1027.4585714285715,3.0,86306.52
CUST01639,7,9148.66,1306.9514285714286,5.0,65870.352
CUST01640,16,28630.82,1789.42625,1.0,1030709.52
CUST01641,11,12934.49,1175.8627272727272,3.0,155213.88
CUST01642,8,12323.29,1540.41125,9.0,49293.16
CUST01643,7,10113.06,1444.722857142857,10.0,36407.016
CUST01644,9,11645.46,1293.94,2.0,209618.28
CUST01645,7,8972.04,1281.72,4.0,80748.36
CUST01646,11,11217.24,1019.7490909090909,3.0,134606.88
CUST01647,9,9401.24,1044.5822222222223,0.0,9401.24
CUST01648,13,18986.95,1460.5346153846153,8.0,85441.275
CUST01649,11,8758.78,796.2527272727273,3.0,105105.36
CUST01650,14,16458.11,1175.5792857142858,2.0,296245.98
CUST01651,7,8678.39,1239.77,6.0,52070.34
CUST01652,12,13497.78,1124.815,3.0,161973.36
CUST01653,15,18445.51,1229.7006666666666,11.0,60367.123636363634
CUST01654,9,9063.73,1007.0811111111111,5.0,65258.856
CUST01655,10,9140.43,914.043,1.0,329055.48
CUST01656,14,18006.23,1286.1592857142857,0.0,18006.23
CUST01657,10,15487.37,1548.737,3.0,185848.44
CUST01658,14,19445.12,1388.9371428571428,4.0,175006.08
CUST01659,6,6520.25,1086.7083333333333,8.0,29341.125
CUST01660,12,15271.74,1272.645,10.0,54978.264
CUST01661,11,15785.96,1435.0872727272726,9.0,63143.84
CUST01662,7,13755.84,1965.12,9.0,55023.36
CUST01663,16,16794.26,1049.64125,8.0,75574.17
CUST01664,11,10970.42,997.310909090909,11.0,35903.192727272726
CUST01665,7,8449.97,1207.1385714285714,2.0,152099.46
CUST01666,4,3749.81,937.4525,9.0,14999.24
CUST01667,7,9461.04,1351.577142857143,5.0,68119.488
CUST01668,19,22113.88,1163.8884210526317,5.0,159219.936
CUST01669,12,18407.42,1533.9516666666666,2.0,331333.56
CUST01670,13,19428.26,1494.4815384615385,4.0,174854.34
CUST01671,8,4568.19,571.02375,10.0,16445.484
CUST01672,11,13873.41,1261.219090909091,2.0,249721.38
CUST01673,11,19690.16,1790.0145454545454,7.0,101263.68
CUST01674,13,13178.11,1013.7007692307692,8.0,59301.495
CUST01675,8,11407.78,1425.9725,4.0,102670.02
CUST01676,8,4899.92,612.49,11.0,16036.101818181818
CUST01677,10,10125.69,1012.569,5.0,72904.968
CUST01678,4,6424.3,1606.075,3.0,77091.6
CUST01679,9,16845.89,1871.7655555555555,2.0,303226.02
CUST01680,8,11103.04,1387.88,1.0,399709.44
CUST01681,10,16460.6,1646.06,8.0,74072.7
CUST01682,17,23365.7,1374.4529411764706,8.0,105145.65
CUST01683,8,13782.49,1722.81125,7.0,70881.37714285715
CUST01684,7,10220.75,1460.107142857143,3.0,122649.0
CUST01685,11,18875.57,1715.9609090909091,3.0,226506.84
CUST01686,13,15192.82,1168.6784615384615,3.0,182313.84
CUST01687,10,12621.84,1262.184,6.0,75731.04
CUST01688,14,15495.95,1106.8535714285715,8.0,69731.775
CUST01689,12,17845.77,1487.1475,8.0,80305.965
CUST01690,16,19107.09,1194.193125,11.0,62532.29454545455
CUST01691,9,10504.1,1167.1222222222223,7.0,54021.08571428571
CUST01692,7,9498.34,1356.9057142857143,2.0,170970.12
CUST01693,10,14860.88,1486.088,11.0,48635.60727272727
