transaction_id,invoice_no,customer_id,customer_name,country,product_id,product_name,category,quantity,transaction_date,total_amount,year,month,day,day_of_week
63280,INV00013251,CUST04433,Customer 4433,Canada,PROD00138,Product 138,Toys,7,2023-03-15,3288.81,2023.0,3.0,15.0,Wednesday
63281,INV00013252,CUST00127,Customer 127,Australia,PROD00170,Product 170,Food & Beverages,6,2023-02-02,635.94,2023.0,2.0,2.0,Thursday 
63282,INV00013253,CUST02035,Customer 2035,USA,PROD00080,Product 80,Electronics,8,2023-03-27,2723.04,2023.0,3.0,27.0,Monday   
63283,INV00013254,CUST03473,Customer 3473,India,PROD00180,Product 180,Toys,5,2024-03-05,903.3,2024.0,3.0,5.0,Tuesday  
63284,INV00013255,CUST03338,Customer 3338,France,PROD00028,Product 28,Electronics,2,2023-08-22,487.68,2023.0,8.0,22.0,Tuesday  
63285,INV00013256,CUST00846,Customer 846,USA,PROD00166,Product 166,Beauty,10,2024-11-14,1184.4,2024.0,11.0,14.0,Thursday 
63286,INV00013257,CUST00895,Customer 895,USA,PROD00009,Product 9,Sports,2,2024-03-21,188.4,2024.0,3.0,21.0,Thursday 
63287,INV00013258,CUST02400,Customer 2400,UK,PROD00173,Product 173,Beauty,8,2024-07-29,238.08,2024.0,7.0,29.0,Monday   
63288,INV00013259,CUST01822,Customer 1822,UK,PROD00146,Product 146,Toys,2,2024-02-22,936.9,2024.0,2.0,22.0,Thursday 
63289,INV00013260,CUST01388,Customer 1388,India,PROD00148,Product 148,Sports,6,2023-06-25,2820.78,2023.0,6.0,25.0,Sunday   
63290,INV00013261,CUST04259,Customer 4259,Germany,PROD00065,Product 65,Books,9,2023-08-25,1147.68,2023.0,8.0,25.0,Friday   
63291,INV00013262,CUST00068,Customer 68,France,PROD00173,Product 173,Beauty,3,2022-08-31,89.28,2022.0,8.0,31.0,Wednesday
63292,INV00013263,CUST03758,Customer 3758,USA,PROD00122,Product 122,Beauty,3,2023-03-05,836.76,2023.0,3.0,5.0,Sunday   
63293,INV00013264,CUST03625,Customer 3625,Canada,PROD00126,Product 126,Clothing,2,2024-08-06,568.02,2024.0,8.0,6.0,Tuesday  
63294,INV00013265,CUST02636,Customer 2636,Canada,PROD00099,Product 99,Food & Beverages,6,2024-10-28,1656.9,2024.0,10.0,28.0,Monday   
63295,INV00013266,CUST01595,Customer 1595,Germany,PROD00155,Product 155,Sports,10,2022-04-30,2515.3,2022.0,4.0,30.0,Saturday 
63296,INV00013267,CUST00788,Customer 788,Canada,PROD00175,Product 175,Food & Beverages,5,2023-10-01,98.0,2023.0,10.0,1.0,Sunday   
63297,INV00013268,CUST02224,Customer 2224,Canada,PROD00125,Product 125,Electronics,5,2024-08-04,948.8,2024.0,8.0,4.0,Sunday   
63298,INV00013269,CUST00115,Customer 115,France,PROD00135,Product 135,Food & Beverages,4,2022-11-28,909.2,2022.0,11.0,28.0,Monday   
63299,INV00013270,CUST00236,Customer 236,Germany,PROD00194,Product 194,Electronics,10,2023-10-30,1304.1,2023.0,10.0,30.0,Monday   
63300,INV00013271,CUST01311,Customer 1311,Germany,PROD00043,Product 43,Food & Beverages,1,2024-06-15,272.66,2024.0,6.0,15.0,Saturday 
63301,INV00013272,CUST03297,Customer 3297,Canada,PROD00067,Product 67,Clothing,10,2022-08-22,975.2,2022.0,8.0,22.0,Monday   
63302,INV00013273,CUST03188,Customer 3188,UK,PROD00084,Product 84,Toys,5,2024-01-24,2455.55,2024.0,1.0,24.0,Wednesday
63303,INV00013274,CUST00270,Customer 270,UK,PROD00040,Product 40,Sports,10,2024-07-06,2530.4,2024.0,7.0,6.0,Saturday 
63304,INV00013275,CUST02008,Customer 2008,Germany,PROD00119,Product 119,Sports,5,2024-07-12,1747.1,2024.0,7.0,12.0,Friday   
63305,INV00013276,CUST02638,Customer 2638,Germany,PROD00033,Product 33,Beauty,6,2023-12-17,2353.02,2023.0,12.0,17.0,Sunday   
63306,INV00013277,CUST04548,Customer 4548,France,PROD00116,Product 116,Beauty,3,2024-12-13,1389.39,2024.0,12.0,13.0,Friday   
63307,INV00013278,CUST04299,Customer 4299,Germany,PROD00004,Product 4,Beauty,4,2022-12-31,1422.8,2022.0,12.0,31.0,Saturday 
63308,INV00013279,CUST04507,Customer 4507,UK,PROD00099,Product 99,Food & Beverages,7,2023-07-25,1933.05,2023.0,7.0,25.0,Tuesday  
63309,INV00013280,CUST01462,Customer 1462,Germany,PROD00106,Product 106,Toys,1,2022-06-22,41.65,2022.0,6.0,22.0,Wednesday
63310,INV00013281,CUST04542,Customer 4542,Canada,PROD00003,Product 3,Clothing,10,2023-09-25,3914.6,2023.0,9.0,25.0,Monday   
63311,INV00013282,CUST04455,Customer 4455,Canada,PROD00007,Product 7,Sports,2,2024-06-02,454.32,2024.0,6.0,2.0,Sunday   
63312,INV00013283,CUST04307,Customer 4307,UK,PROD00197,Product 197,Food & Beverages,9,2024-03-06,3478.68,2024.0,3.0,6.0,Wednesday
63313,INV00013284,CUST00111,Customer 111,UK,PROD00002,Product 2,Home & Garden,4,2024-04-03,1129.0,2024.0,4.0,3.0,Wednesday
63314,INV00013285,CUST00001,Customer 1,Australia,PROD00001,Product 1,Toys,4,2023-10-30,277.28,2023.0,10.0,30.0,Monday   
63315,INV00013286,CUST03737,Customer 3737,UK,PROD00138,Product 138,Toys,9,2022-09-26,4228.47,2022.0,9.0,26.0,Monday   
63316,INV00013287,CUST03255,Customer 3255,UK,PROD00135,Product 135,Food & Beverages,8,2024-09-05,1818.4,2024.0,9.0,5.0,Thursday 
63317,INV00013288,CUST01313,Customer 1313,Germany,PROD00186,Product 186,Toys,3,2024-10-15,509.55,2024.0,10.0,15.0,Tuesday  
63318,INV00013289,CUST00419,Customer 419,India,PROD00194,Product 194,Electronics,1,2022-12-03,130.41,2022.0,12.0,3.0,Saturday 
63319,INV00013290,CUST03722,Customer 3722,Germany,PROD00019,Product 19,Clothing,9,2022-11-30,995.67,2022.0,11.0,30.0,Wednesday
63320,INV00013291,CUST00513,Customer 513,France,PROD00196,Product 196,Books,10,2023-11-27,1492.9,2023.0,11.0,27.0,Monday   
63321,INV00013292,CUST01394,Customer 1394,France,PROD00043,Product 43,Food & Beverages,10,2023-04-24,2726.6,2023.0,4.0,24.0,Monday   
63322,INV00013293,CUST03829,Customer 3829,Canada,PROD00097,Product 97,Sports,7,2024-09-14,3420.69,2024.0,9.0,14.0,Saturday 
63323,INV00013294,CUST01371,Customer 1371,UK,PROD00029,Product 29,Sports,5,2023-12-22,1279.0,2023.0,12.0,22.0,Friday   
63324,INV00013295,CUST00567,Customer 567,India,PROD00090,Product 90,Food & Beverages,2,2024-11-01,605.1,2024.0,11.0,1.0,Friday   
63325,INV00013296,CUST04739,Customer 4739,USA,PROD00144,Product 144,Toys,8,2022-10-22,2524.88,2022.0,10.0,22.0,Saturday 
63326,INV00013297,CUST00022,Customer 22,Canada,PROD00200,Product 200,Electronics,3,2024-09-09,1202.58,2024.0,9.0,9.0,Monday   
63327,INV00013298,CUST03722,Customer 3722,Germany,PROD00188,Product 188,Electronics,10,2023-02-13,1947.3,2023.0,2.0,13.0,Monday   
63328,INV00013299,CUST01366,Customer 1366,Australia,PROD00178,Product 178,Home & Garden,5,2024-06-26,215.95,2024.0,6.0,26.0,Wednesday
63329,INV00013300,CUST01268,Customer 1268,USA,PROD00170,Product 170,Food & Beverages,7,2024-07-07,741.93,2024.0,7.0,7.0,Sunday   
63330,INV00013301,CUST01775,Customer 1775,Australia,PROD00086,Product 86,Sports,4,2024-03-01,1472.32,2024.0,3.0,1.0,Friday   
63331,INV00013302,CUST02510,Customer 2510,Germany,PROD00150,Product 150,Toys,7,2022-09-06,2549.61,2022.0,9.0,6.0,Tuesday  
63332,INV00013303,CUST01641,Customer 1641,India,PROD00144,Product 144,Toys,9,2023-11-08,2840.49,2023.0,11.0,8.0,Wednesday
63333,INV00013304,CUST03993,Customer 3993,India,PROD00166,Product 166,Beauty,5,2024-08-31,592.2,2024.0,8.0,31.0,Saturday 
63334,INV00013305,CUST02653,Customer 2653,France,PROD00090,Product 90,Food & Beverages,1,2022-08-27,302.55,2022.0,8.0,27.0,Saturday 
63335,INV00013306,CUST04993,Customer 4993,Germany,PROD00037,Product 37,Electronics,4,2023-08-17,1689.68,2023.0,8.0,17.0,Thursday 
63336,INV00013307,CUST02945,Customer 2945,Canada,PROD00093,Product 93,Toys,9,2024-08-24,4238.37,2024.0,8.0,24.0,Saturday 
63337,INV00013308,CUST04131,Customer 4131,Canada,PROD00090,Product 90,Food & Beverages,3,2024-07-30,907.65,2024.0,7.0,30.0,Tuesday  
63338,INV00013309,CUST04223,Customer 4223,Australia,PROD00167,Product 167,Books,5,2023-05-19,1378.5,2023.0,5.0,19.0,Friday   
63339,INV00013310,CUST03277,Customer 3277,Germany,PROD00168,Product 168,Toys,9,2023-01-22,3032.82,2023.0,1.0,22.0,Sunday   
63340,INV00013311,CUST04989,Customer 4989,USA,PROD00025,Product 25,Home & Garden,7,2024-12-17,1543.43,2024.0,12.0,17.0,Tuesday  
63341,INV00013312,CUST00669,Customer 669,Germany,PROD00170,Product 170,Food & Beverages,1,2024-02-23,105.99,2024.0,2.0,23.0,Friday   
63342,INV00013313,CUST02869,Customer 2869,UK,PROD00083,Product 83,Clothing,9,2024-11-22,1744.29,2024.0,11.0,22.0,Friday   
63343,INV00013314,CUST04000,Customer 4000,Australia,PROD00094,Product 94,Sports,1,2022-12-28,457.79,2022.0,12.0,28.0,Wednesday
63344,INV00013315,CUST01226,Customer 1226,India,PROD00151,Product 151,Clothing,2,2024-02-19,621.08,2024.0,2.0,19.0,Monday   
63345,INV00013316,CUST02228,Customer 2228,Germany,PROD00185,Product 185,Clothing,10,2024-02-24,1892.4,2024.0,2.0,24.0,Saturday 
63346,INV00013317,CUST00468,Customer 468,UK,PROD00174,Product 174,Sports,5,2024-08-24,2281.0,2024.0,8.0,24.0,Saturday 
63347,INV00013318,CUST00529,Customer 529,Australia,PROD00110,Product 110,Toys,10,2023-12-01,3172.0,2023.0,12.0,1.0,Friday   
63348,INV00013319,CUST02685,Customer 2685,India,PROD00161,Product 161,Electronics,3,2024-03-05,1294.05,2024.0,3.0,5.0,Tuesday  
63349,INV00013320,CUST00346,Customer 346,USA,PROD00048,Product 48,Clothing,10,2024-09-18,4809.5,2024.0,9.0,18.0,Wednesday
63350,INV00013321,CUST04162,Customer 4162,India,PROD00158,Product 158,Home & Garden,2,2024-04-14,891.16,2024.0,4.0,14.0,Sunday   
63351,INV00013322,CUST02252,Customer 2252,USA,PROD00085,Product 85,Home & Garden,5,2024-12-16,1967.55,2024.0,12.0,16.0,Monday   
63352,INV00013323,CUST04436,Customer 4436,Canada,PROD00021,Product 21,Books,2,2024-11-24,165.76,2024.0,11.0,24.0,Sunday   
63353,INV00013324,CUST04608,Customer 4608,UK,PROD00158,Product 158,Home & Garden,2,2024-12-31,891.16,2024.0,12.0,31.0,Tuesday  
63354,INV00013325,CUST03877,Customer 3877,Australia,PROD00161,Product 161,Electronics,9,2023-05-02,3882.15,2023.0,5.0,2.0,Tuesday  
63355,INV00013326,CUST02291,Customer 2291,UK,PROD00087,Product 87,Electronics,9,2023-11-12,562.59,2023.0,11.0,12.0,Sunday   
63356,INV00013327,CUST03963,Customer 3963,India,PROD00070,Product 70,Sports,1,2023-06-12,99.76,2023.0,6.0,12.0,Monday   
63357,INV00013328,CUST00362,Customer 362,UK,PROD00148,Product 148,Sports,7,2023-05-24,3290.91,2023.0,5.0,24.0,Wednesday
63358,INV00013329,CUST01507,Customer 1507,Germany,PROD00142,Product 142,Beauty,9,2024-10-22,1709.19,2024.0,10.0,22.0,Tuesday  
63359,INV00013330,CUST03260,Customer 3260,France,PROD00089,Product 89,Toys,8,2022-04-25,3149.68,2022.0,4.0,25.0,Monday   
63360,INV00013331,CUST01519,Customer 1519,Canada,PROD00006,Product 6,Clothing,9,2022-12-04,4377.15,2022.0,12.0,4.0,Sunday   
63361,INV00013332,CUST00185,Customer 185,Australia,PROD00092,Product 92,Food & Beverages,1,2024-09-19,166.0,2024.0,9.0,19.0,Thursday 
63362,INV00013333,CUST00659,Customer 659,India,PROD00146,Product 146,Toys,8,2024-09-29,3747.6,2024.0,9.0,29.0,Sunday   
63363,INV00013334,CUST02337,Customer 2337,Canada,PROD00054,Product 54,Toys,8,2023-11-21,2721.52,2023.0,11.0,21.0,Tuesday  
63364,INV00013335,CUST02634,Customer 2634,UK,PROD00176,Product 176,Electronics,10,2022-10-26,1812.1,2022.0,10.0,26.0,Wednesday
63365,INV00013336,CUST01056,Customer 1056,France,PROD00085,Product 85,Home & Garden,6,2023-08-27,2361.06,2023.0,8.0,27.0,Sunday   
63366,INV00013337,CUST03455,Customer 3455,UK,PROD00129,Product 129,Toys,9,2022-12-08,2644.74,2022.0,12.0,8.0,Thursday 
63367,INV00013338,CUST02200,Customer 2200,Canada,PROD00109,Product 109,Books,10,2024-09-10,3713.8,2024.0,9.0,10.0,Tuesday  
63368,INV00013339,CUST00109,Customer 109,Australia,PROD00001,Product 1,Toys,6,2023-02-01,415.92,2023.0,2.0,1.0,Wednesday
63369,INV00013340,CUST04605,Customer 4605,France,PROD00029,Product 29,Sports,4,2022-08-07,1023.2,2022.0,8.0,7.0,Sunday   
63370,INV00013341,CUST03115,Customer 3115,France,PROD00040,Product 40,Sports,3,2023-09-08,759.12,2023.0,9.0,8.0,Friday   
63371,INV00013342,CUST02404,Customer 2404,UK,PROD00159,Product 159,Home & Garden,5,2024-05-31,233.65,2024.0,5.0,31.0,Friday   
63372,INV00013343,CUST03961,Customer 3961,UK,PROD00174,Product 174,Sports,1,2022-03-22,456.2,2022.0,3.0,22.0,Tuesday  
63373,INV00013344,CUST01110,Customer 1110,Canada,PROD00089,Product 89,Toys,10,2023-04-27,3937.1,2023.0,4.0,27.0,Thursday 
63374,INV00013345,CUST00326,Customer 326,UK,PROD00101,Product 101,Books,8,2024-07-12,2239.76,2024.0,7.0,12.0,Friday   
63375,INV00013346,CUST01139,Customer 1139,France,PROD00079,Product 79,Beauty,5,2024-08-29,850.3,2024.0,8.0,29.0,Thursday 
63376,INV00013347,CUST03482,Customer 3482,India,PROD00013,Product 13,Clothing,6,2024-01-02,401.64,2024.0,1.0,2.0,Tuesday  
63377,INV00013348,CUST03876,Customer 3876,Canada,PROD00177,Product 177,Food & Beverages,3,2024-03-02,38.49,2024.0,3.0,2.0,Saturday 
63378,INV00013349,CUST02354,Customer 2354,USA,PROD00137,Product 137,Beauty,8,2024-02-17,883.84,2024.0,2.0,17.0,Saturday 
63379,INV00013350,CUST02367,Customer 2367,France,PROD00118,Product 118,Electronics,4,2023-08-15,872.16,2023.0,8.0,15.0,Tuesday  
63380,INV00013351,CUST00446,Customer 446,Australia,PROD00176,Product 176,Electronics,4,2023-12-03,724.84,2023.0,12.0,3.0,Sunday   
63381,INV00013352,CUST02731,Customer 2731,Germany,PROD00113,Product 113,Toys,9,2023-04-29,686.25,2023.0,4.0,29.0,Saturday 
63382,INV00013353,CUST04942,Customer 4942,Australia,PROD00008,Product 8,Books,2,2024-04-16,167.44,2024.0,4.0,16.0,Tuesday  
63383,INV00013354,CUST00466,Customer 466,India,PROD00010,Product 10,Books,7,2024-06-22,375.41,2024.0,6.0,22.0,Saturday 
63384,INV00013355,CUST02047,Customer 2047,France,PROD00069,Product 69,Sports,8,2024-05-05,1587.12,2024.0,5.0,5.0,Sunday   
63385,INV00013356,CUST02519,Customer 2519,Australia,PROD00161,Product 161,Electronics,2,2024-11-18,862.7,2024.0,11.0,18.0,Monday   
63386,INV00013357,CUST04137,Customer 4137,Australia,PROD00004,Product 4,Beauty,5,2024-12-23,1778.5,2024.0,12.0,23.0,Monday   
63387,INV00013358,CUST01103,Customer 1103,Canada,PROD00012,Product 12,Home & Garden,3,2024-11-17,196.23,2024.0,11.0,17.0,Sunday   
63388,INV00013359,CUST01286,Customer 1286,Canada,PROD00050,Product 50,Home & Garden,6,2022-05-17,2858.82,2022.0,5.0,17.0,Tuesday  
63389,INV00013360,CUST04618,Customer 4618,USA,PROD00123,Product 123,Beauty,6,2024-12-10,1935.66,2024.0,12.0,10.0,Tuesday  
63390,INV00013361,CUST03742,Customer 3742,India,PROD00064,Product 64,Clothing,7,2023-06-05,2211.02,2023.0,6.0,5.0,Monday   
63391,INV00013362,CUST04549,Customer 4549,UK,PROD00199,Product 199,Toys,3,2024-02-06,321.24,2024.0,2.0,6.0,Tuesday  
63392,INV00013363,CUST04107,Customer 4107,UK,PROD00123,Product 123,Beauty,6,2023-04-09,1935.66,2023.0,4.0,9.0,Sunday   
63393,INV00013364,CUST03681,Customer 3681,France,PROD00093,Product 93,Toys,6,2024-05-14,2825.58,2024.0,5.0,14.0,Tuesday  
63394,INV00013365,CUST02843,Customer 2843,UK,PROD00036,Product 36,Sports,9,2023-11-28,2788.92,2023.0,11.0,28.0,Tuesday  
63395,INV00013366,CUST03389,Customer 3389,India,PROD00143,Product 143,Home & Garden,7,2023-04-30,209.93,2023.0,4.0,30.0,Sunday   
63396,INV00013367,CUST04429,Customer 4429,Australia,PROD00093,Product 93,Toys,7,2022-11-14,3296.51,2022.0,11.0,14.0,Monday   
63397,INV00013368,CUST03150,Customer 3150,Canada,PROD00069,Product 69,Sports,8,2023-12-17,1587.12,2023.0,12.0,17.0,Sunday   
63398,INV00013369,CUST04302,Customer 4302,Germany,PROD00043,Product 43,Food & Beverages,7,2024-08-26,1908.62,2024.0,8.0,26.0,Monday   
63399,INV00013370,CUST02539,Customer 2539,Canada,PROD00131,Product 131,Sports,2,2024-04-18,257.02,2024.0,4.0,18.0,Thursday 
63400,INV00013371,CUST01837,Customer 1837,UK,PROD00012,Product 12,Home & Garden,1,2022-12-25,65.41,2022.0,12.0,25.0,Sunday   
63401,INV00013372,CUST01440,Customer 1440,USA,PROD00088,Product 88,Home & Garden,5,2023-10-28,1957.95,2023.0,10.0,28.0,Saturday 
63402,INV00013373,CUST03320,Customer 3320,Germany,PROD00165,Product 165,Toys,6,2023-07-04,2988.9,2023.0,7.0,4.0,Tuesday  
63403,INV00013374,CUST02043,Customer 2043,Canada,PROD00062,Product 62,Books,8,2023-07-06,3408.72,2023.0,7.0,6.0,Thursday 
63404,INV00013375,CUST04176,Customer 4176,France,PROD00090,Product 90,Food & Beverages,10,2023-03-18,3025.5,2023.0,3.0,18.0,Saturday 
63405,INV00013376,CUST02176,Customer 2176,France,PROD00163,Product 163,Food & Beverages,5,2024-12-16,1294.0,2024.0,12.0,16.0,Monday   
63406,INV00013377,CUST02358,Customer 2358,Canada,PROD00117,Product 117,Electronics,5,2022-09-02,194.15,2022.0,9.0,2.0,Friday   
63407,INV00013378,CUST00969,Customer 969,USA,PROD00177,Product 177,Food & Beverages,5,2024-04-03,64.15,2024.0,4.0,3.0,Wednesday
63408,INV00013379,CUST03047,Customer 3047,USA,PROD00010,Product 10,Books,7,2023-08-31,375.41,2023.0,8.0,31.0,Thursday 
63409,INV00013380,CUST01737,Customer 1737,Germany,PROD00196,Product 196,Books,8,2023-04-07,1194.32,2023.0,4.0,7.0,Friday   
63410,INV00013381,CUST00331,Customer 331,UK,PROD00110,Product 110,Toys,2,2023-12-28,634.4,2023.0,12.0,28.0,Thursday 
63411,INV00013382,CUST00538,Customer 538,Canada,PROD00134,Product 134,Home & Garden,10,2023-01-01,629.5,2023.0,1.0,1.0,Sunday   
63412,INV00013383,CUST03227,Customer 3227,Australia,PROD00166,Product 166,Beauty,4,2023-01-11,473.76,2023.0,1.0,11.0,Wednesday
63413,INV00013384,CUST04382,Customer 4382,UK,PROD00166,Product 166,Beauty,6,2024-08-06,710.64,2024.0,8.0,6.0,Tuesday  
63414,INV00013385,CUST02853,Customer 2853,Germany,PROD00084,Product 84,Toys,5,2023-11-28,2455.55,2023.0,11.0,28.0,Tuesday  
63415,INV00013386,CUST01340,Customer 1340,France,PROD00046,Product 46,Home & Garden,9,2023-11-04,2193.48,2023.0,11.0,4.0,Saturday 
63416,INV00013387,CUST00846,Customer 846,USA,PROD00171,Product 171,Beauty,4,2023-04-05,1314.92,2023.0,4.0,5.0,Wednesday
63417,INV00013388,CUST01244,Customer 1244,USA,PROD00074,Product 74,Home & Garden,10,2023-01-03,4396.0,2023.0,1.0,3.0,Tuesday  
63418,INV00013389,CUST03771,Customer 3771,France,PROD00119,Product 119,Sports,2,2024-05-08,698.84,2024.0,5.0,8.0,Wednesday
63419,INV00013390,CUST00664,Customer 664,USA,PROD00134,Product 134,Home & Garden,2,2023-01-02,125.9,2023.0,1.0,2.0,Monday   
63420,INV00013391,CUST03092,Customer 3092,India,PROD00114,Product 114,Beauty,8,2024-12-08,2397.6,2024.0,12.0,8.0,Sunday   
63421,INV00013392,CUST02413,Customer 2413,India,PROD00050,Product 50,Home & Garden,1,2023-11-11,476.47,2023.0,11.0,11.0,Saturday 
63422,INV00013393,CUST02163,Customer 2163,France,PROD00140,Product 140,Books,1,2024-08-26,387.29,2024.0,8.0,26.0,Monday   
63423,INV00013394,CUST04859,Customer 4859,USA,PROD00134,Product 134,Home & Garden,10,2023-11-10,629.5,2023.0,11.0,10.0,Friday   
63424,INV00013395,CUST01272,Customer 1272,Germany,PROD00113,Product 113,Toys,5,2022-11-24,381.25,2022.0,11.0,24.0,Thursday 
63425,INV00013396,CUST01830,Customer 1830,India,PROD00176,Product 176,Electronics,10,2023-09-04,1812.1,2023.0,9.0,4.0,Monday   
63426,INV00013397,CUST02223,Customer 2223,UK,PROD00121,Product 121,Books,10,2023-09-15,505.9,2023.0,9.0,15.0,Friday   
63427,INV00013398,CUST01684,Customer 1684,Canada,PROD00163,Product 163,Food & Beverages,8,2023-07-22,2070.4,2023.0,7.0,22.0,Saturday 
63428,INV00013399,CUST03199,Customer 3199,USA,PROD00179,Product 179,Toys,9,2024-01-08,4104.27,2024.0,1.0,8.0,Monday   
63429,INV00013400,CUST04771,Customer 4771,Australia,PROD00055,Product 55,Toys,9,2024-10-02,2829.51,2024.0,10.0,2.0,Wednesday
63430,INV00013401,CUST03424,Customer 3424,USA,PROD00021,Product 21,Books,2,2024-03-13,165.76,2024.0,3.0,13.0,Wednesday
63431,INV00013402,CUST04313,Customer 4313,India,PROD00171,Product 171,Beauty,8,2023-09-18,2629.84,2023.0,9.0,18.0,Monday   
63432,INV00013403,CUST03139,Customer 3139,USA,PROD00079,Product 79,Beauty,6,2024-09-27,1020.36,2024.0,9.0,27.0,Friday   
63433,INV00013404,CUST04289,Customer 4289,France,PROD00173,Product 173,Beauty,9,2022-05-19,267.84,2022.0,5.0,19.0,Thursday 
63434,INV00013405,CUST02400,Customer 2400,UK,PROD00049,Product 49,Home & Garden,10,2022-08-18,3586.3,2022.0,8.0,18.0,Thursday 
63435,INV00013406,CUST03394,Customer 3394,Australia,PROD00163,Product 163,Food & Beverages,3,2023-05-16,776.4,2023.0,5.0,16.0,Tuesday  
63436,INV00013407,CUST00552,Customer 552,USA,PROD00178,Product 178,Home & Garden,10,2024-03-14,431.9,2024.0,3.0,14.0,Thursday 
63437,INV00013408,CUST00298,Customer 298,France,PROD00164,Product 164,Home & Garden,1,2024-07-05,222.0,2024.0,7.0,5.0,Friday   
63438,INV00013409,CUST02632,Customer 2632,Canada,PROD00050,Product 50,Home & Garden,2,2024-07-21,952.94,2024.0,7.0,21.0,Sunday   
63439,INV00013410,CUST01100,Customer 1100,Germany,PROD00108,Product 108,Food & Beverages,6,2022-04-18,1564.86,2022.0,4.0,18.0,Monday   
63440,INV00013411,CUST02610,Customer 2610,USA,PROD00179,Product 179,Toys,8,2024-12-10,3648.24,2024.0,12.0,10.0,Tuesday  
63441,INV00013412,CUST02451,Customer 2451,UK,PROD00016,Product 16,Clothing,9,2022-08-08,182.43,2022.0,8.0,8.0,Monday   
63442,INV00013413,CUST02474,Customer 2474,France,PROD00087,Product 87,Electronics,6,2024-03-16,375.06,2024.0,3.0,16.0,Saturday 
63443,INV00013414,CUST04406,Customer 4406,France,PROD00196,Product 196,Books,7,2024-03-05,1045.03,2024.0,3.0,5.0,Tuesday  
63444,INV00013415,CUST04696,Customer 4696,France,PROD00083,Product 83,Clothing,10,2024-04-11,1938.1,2024.0,4.0,11.0,Thursday 
63445,INV00013416,CUST00771,Customer 771,USA,PROD00164,Product 164,Home & Garden,7,2023-06-05,1554.0,2023.0,6.0,5.0,Monday   
63446,INV00013417,CUST04226,Customer 4226,Canada,PROD00024,Product 24,Clothing,1,2023-02-02,337.17,2023.0,2.0,2.0,Thursday 
63447,INV00013418,CUST04064,Customer 4064,Germany,PROD00133,Product 133,Books,8,2023-05-17,729.36,2023.0,5.0,17.0,Wednesday
63448,INV00013419,CUST01718,Customer 1718,Canada,PROD00028,Product 28,Electronics,9,2024-11-01,2194.56,2024.0,11.0,1.0,Friday   
63449,INV00013420,CUST01981,Customer 1981,India,PROD00090,Product 90,Food & Beverages,5,2024-07-16,1512.75,2024.0,7.0,16.0,Tuesday  
63450,INV00013421,CUST00894,Customer 894,Australia,PROD00044,Product 44,Home & Garden,4,2024-09-28,870.6,2024.0,9.0,28.0,Saturday 
63451,INV00013422,CUST02144,Customer 2144,Germany,PROD00084,Product 84,Toys,3,2024-07-12,1473.33,2024.0,7.0,12.0,Friday   
63452,INV00013423,CUST01654,Customer 1654,Canada,PROD00046,Product 46,Home & Garden,6,2024-08-27,1462.32,2024.0,8.0,27.0,Tuesday  
63453,INV00013424,CUST04230,Customer 4230,Canada,PROD00015,Product 15,Electronics,3,2024-12-30,526.74,2024.0,12.0,30.0,Monday   
63454,INV00013425,CUST02368,Customer 2368,Canada,PROD00089,Product 89,Toys,8,2023-10-04,3149.68,2023.0,10.0,4.0,Wednesday
63455,INV00013426,CUST00636,Customer 636,UK,PROD00027,Product 27,Electronics,7,2024-05-15,1116.01,2024.0,5.0,15.0,Wednesday
63456,INV00013427,CUST01468,Customer 1468,India,PROD00180,Product 180,Toys,5,2024-08-17,903.3,2024.0,8.0,17.0,Saturday 
63457,INV00013428,CUST01702,Customer 1702,UK,PROD00086,Product 86,Sports,5,2022-09-07,1840.4,2022.0,9.0,7.0,Wednesday
63458,INV00013429,CUST04891,Customer 4891,Germany,PROD00033,Product 33,Beauty,7,2024-02-12,2745.19,2024.0,2.0,12.0,Monday   
63459,INV00013430,CUST01648,Customer 1648,USA,PROD00035,Product 35,Food & Beverages,1,2024-04-25,399.79,2024.0,4.0,25.0,Thursday 
63460,INV00013431,CUST01261,Customer 1261,India,PROD00053,Product 53,Toys,8,2022-08-21,3242.8,2022.0,8.0,21.0,Sunday   
63461,INV00013432,CUST02101,Customer 2101,India,PROD00163,Product 163,Food & Beverages,1,2024-11-29,258.8,2024.0,11.0,29.0,Friday   
63462,INV00013433,CUST01063,Customer 1063,India,PROD00135,Product 135,Food & Beverages,1,2023-02-24,227.3,2023.0,2.0,24.0,Friday   
63463,INV00013434,CUST03116,Customer 3116,UK,PROD00001,Product 1,Toys,7,2024-10-05,485.24,2024.0,10.0,5.0,Saturday 
63464,INV00013435,CUST01904,Customer 1904,Canada,PROD00076,Product 76,Toys,4,2023-08-20,509.32,2023.0,8.0,20.0,Sunday   
63465,INV00013436,CUST01701,Customer 1701,Canada,PROD00072,Product 72,Electronics,7,2024-07-20,3274.74,2024.0,7.0,20.0,Saturday 
63466,INV00013437,CUST00017,Customer 17,Canada,PROD00047,Product 47,Books,7,2024-02-16,445.55,2024.0,2.0,16.0,Friday   
63467,INV00013438,CUST01705,Customer 1705,Canada,PROD00063,Product 63,Toys,6,2024-08-18,2946.24,2024.0,8.0,18.0,Sunday   
63468,INV00013439,CUST03262,Customer 3262,Australia,PROD00072,Product 72,Electronics,7,2022-08-28,3274.74,2022.0,8.0,28.0,Sunday   
