customer_id,recency,frequency,monetary,cluster,cluster_name,pca1,pca2
CUST01323,111,8,8279.46,1,Low Spenders,-1.1127657962133088,-0.26948334482253467
CUST01324,216,9,17901.78,4,Lost Customers,-0.25057553629134754,1.4006435872520708
CUST01325,23,16,19952.04,0,Champions,2.243226107873551,0.12051292857310915
CUST01326,2,12,11545.31,2,Potential Loyalists,0.5451299349309802,-0.8627185896290585
CUST01327,48,12,21140.26,0,Champions,1.44396862721859,0.16192976532946896
CUST01328,12,14,24273.82,0,Champions,2.366127319500675,0.13582503699928522
CUST01329,31,7,13045.88,1,Low Spenders,-0.44277532033794165,-0.8319726254127069
CUST01330,31,10,13303.52,2,Potential Loyalists,0.2088056352888385,-0.611206206649726
CUST01331,15,10,14049.0,2,Potential Loyalists,0.3606478385522179,-0.7224928987303297
CUST01332,28,9,7602.58,1,Low Spenders,-0.6346108745855747,-1.0511509651590265
CUST01333,202,9,13125.58,4,Lost Customers,-0.7352808549060293,0.9773698943620325
CUST01334,60,12,19391.53,0,Champions,1.1947510579569467,0.17397635529824226
CUST01335,21,12,11949.0,2,Potential Loyalists,0.5114531280055866,-0.6531841212624802
CUST01336,5,7,5929.5,1,Low Spenders,-1.1434337827089003,-1.5127692191079698
CUST01337,33,8,7824.42,1,Low Spenders,-0.8377450168985238,-1.0575029915087184
CUST01338,34,11,21784.06,0,Champions,1.3684405295015256,-0.004389114535382219
CUST01339,34,11,10959.86,2,Potential Loyalists,0.1370363577666198,-0.654216252759484
CUST01340,162,7,7360.73,1,Low Spenders,-1.6383768274126391,0.10430971897711318
CUST01341,8,8,11124.85,1,Low Spenders,-0.3575352081264672,-1.1031773830146192
CUST01342,102,7,6805.39,1,Low Spenders,-1.4501791788946665,-0.5141849093348657
CUST01343,60,11,16309.35,2,Potential Loyalists,0.6366863652867176,-0.0794942948116005
CUST01344,38,9,12046.0,2,Potential Loyalists,-0.17100558014037484,-0.6868659376589251
CUST01345,54,10,14218.96,2,Potential Loyalists,0.21658919367734375,-0.33193867026502843
CUST01346,18,13,18563.68,0,Champions,1.483957879584976,-0.2168987931039146
CUST01347,42,12,14317.74,2,Potential Loyalists,0.6929490699521984,-0.30617338338914424
CUST01348,82,7,7704.19,1,Low Spenders,-1.2641363246580024,-0.6552774198614537
CUST01349,92,8,13727.37,2,Potential Loyalists,-0.41338763017371066,-0.1277190121662057
CUST01350,32,13,18443.76,0,Champions,1.4116610554718156,-0.08756198681997998
CUST01351,140,15,14968.18,0,Champions,0.9786367948200267,0.893927785549853
CUST01352,157,7,10903.5,4,Lost Customers,-1.2143892342588205,0.26823578690054134
CUST01353,6,9,16512.17,2,Potential Loyalists,0.4711505846491106,-0.7308236088883935
CUST01354,51,11,13435.33,2,Potential Loyalists,0.347432686430393,-0.33980834801865556
CUST01355,120,10,12852.78,4,Lost Customers,-0.21534576956633628,0.22971366140081856
CUST01356,98,5,9433.02,1,Low Spenders,-1.5493383528101505,-0.5323124344820863
CUST01357,17,11,15393.86,2,Potential Loyalists,0.712688899456053,-0.5538164934932465
CUST01358,120,6,2443.55,1,Low Spenders,-2.2292357006467807,-0.668933014577643
CUST01359,50,7,14285.81,1,Low Spenders,-0.38131812894737666,-0.5722347751732397
CUST01360,76,9,16096.48,2,Potential Loyalists,0.13058879933430073,-0.07309860363316614
CUST01361,137,5,7848.58,1,Low Spenders,-1.8929845403109664,-0.24708300889370555
CUST01362,19,7,13324.0,1,Low Spenders,-0.3608602112114645,-0.9323067828454726
CUST01363,157,10,8826.81,4,Lost Customers,-0.8283709715059658,0.34886150394231696
CUST01364,44,10,13484.34,2,Potential Loyalists,0.17491178232100227,-0.4735671605387713
CUST01365,286,10,10880.34,4,Lost Customers,-1.1352101926797378,1.7302276845144249
CUST01366,74,11,13242.88,2,Potential Loyalists,0.22917825884086906,-0.1270526081793931
CUST01367,331,7,10882.2,3,Lost Customers,-1.945800899816968,1.9639064956062153
CUST01368,93,10,13448.69,2,Potential Loyalists,-0.034433766748823424,0.0021691723082488856
CUST01369,125,14,25960.11,0,Champions,2.0845428355444895,1.3391027615502928
CUST01370,18,11,12886.78,2,Potential Loyalists,0.4232838884125759,-0.6945755992456343
CUST01371,18,13,11405.64,2,Potential Loyalists,0.6696306944400852,-0.6466292718915987
CUST01372,43,12,14848.97,2,Potential Loyalists,0.7491943248890136,-0.2645285893302137
CUST01373,59,13,22197.82,0,Champions,1.7256189926888263,0.40113146076011735
CUST01374,85,15,25528.07,0,Champions,2.4103994036560534,0.991495096935229
CUST01375,65,11,10457.33,2,Potential Loyalists,-0.05001071989226968,-0.3820553952495801
CUST01376,106,10,8294.92,1,Low Spenders,-0.6752118587823931,-0.18045206440067313
CUST01377,24,10,9500.01,2,Potential Loyalists,-0.19456971195066394,-0.9078167074723231
CUST01378,25,12,17175.4,2,Potential Loyalists,1.0892708849299486,-0.30040865590984517
CUST01379,15,11,17942.17,2,Potential Loyalists,1.0109739888114875,-0.42033474184600345
CUST01380,13,12,17600.06,2,Potential Loyalists,1.1878569690315772,-0.39194533465269765
CUST01381,4,10,24272.81,0,Champions,1.5698347282369327,-0.21598838175039495
CUST01382,421,3,4143.49,3,Lost Customers,-3.9191808467224014,2.1633507027086334
CUST01383,102,9,11184.92,1,Low Spenders,-0.5370991743710456,-0.11439526661564406
CUST01384,91,10,15835.15,2,Potential Loyalists,0.24543862095703925,0.12593431466135746
CUST01385,70,7,11466.36,1,Low Spenders,-0.7858617890119677,-0.5464478293101022
CUST01386,155,14,13604.66,4,Lost Customers,0.5532498842342967,0.8899250450858519
CUST01387,99,7,11841.08,1,Low Spenders,-0.864730229082697,-0.2411267346852778
CUST01388,166,10,17385.43,4,Lost Customers,0.10758548027068975,0.9504485703927276
CUST01389,232,7,10631.82,4,Lost Customers,-1.5595158126804418,0.9833692983035747
CUST01390,56,9,12570.12,2,Potential Loyalists,-0.18679220081036899,-0.4798540785343744
CUST01391,194,2,3379.7,3,Lost Customers,-3.2624595329109574,-0.16477254552067405
CUST01392,57,10,18223.04,2,Potential Loyalists,0.6595405403791165,-0.062297350328033574
CUST01393,21,9,14209.22,2,Potential Loyalists,0.14631397018783174,-0.7227916776385004
CUST01394,88,10,14256.28,2,Potential Loyalists,0.07838883846631342,0.0018896461066795721
CUST01395,128,8,11287.48,1,Low Spenders,-0.8417844551091315,0.07689601669673887
CUST01396,6,12,18827.33,2,Potential Loyalists,1.3568032233035516,-0.38653468190874485
CUST01397,36,10,12382.68,2,Potential Loyalists,0.08309925829851475,-0.6177256053944697
CUST01398,34,13,23284.55,0,Champions,1.9539894586023288,0.2225583482506601
CUST01399,0,15,20130.94,0,Champions,2.152515432925223,-0.16148931075344444
CUST01400,274,7,11040.27,3,Lost Customers,-1.68901165088821,1.4174989412878911
CUST01401,4,7,7890.2,1,Low Spenders,-0.9161871400762542,-1.4048118494453516
CUST01402,71,7,5807.16,1,Low Spenders,-1.4338645456448675,-0.876443379228244
CUST01403,75,6,13299.23,1,Low Spenders,-0.8057187318284105,-0.45608222160894746
CUST01404,66,12,16768.3,2,Potential Loyalists,0.8711844143803215,0.07500713923421028
CUST01405,80,10,14732.01,2,Potential Loyalists,0.16602649334415315,-0.047570730571849545
CUST01406,248,4,3239.75,3,Lost Customers,-3.0897714102732974,0.49033114746450474
CUST01407,36,9,11754.56,2,Potential Loyalists,-0.1957817790726844,-0.7238676042570853
CUST01408,67,10,16547.24,2,Potential Loyalists,0.4269989569244559,-0.06537759885421483
CUST01409,59,7,11767.57,1,Low Spenders,-0.705509458413077,-0.6356432034761619
CUST01410,440,5,7078.04,3,Lost Customers,-3.2500897230105736,2.6616905437679415
CUST01411,52,15,19898.23,0,Champions,1.9081827850330313,0.3316743415983166
CUST01412,40,13,21700.85,0,Champions,1.7486838947030547,0.18599695955475692
CUST01413,102,14,20899.43,0,Champions,1.60518023862728,0.8109771620799098
CUST01414,4,13,11614.28,2,Potential Loyalists,0.7520206596737272,-0.7706398033743248
CUST01415,212,9,9184.11,4,Lost Customers,-1.225574095737182,0.8382709236891613
CUST01416,152,8,6096.46,1,Low Spenders,-1.5328857351563523,-0.0006830976886952686
CUST01417,43,13,20544.58,0,Champions,1.6045732398146666,0.14583843537073193
CUST01418,235,13,18882.43,4,Lost Customers,0.6110793299209493,1.918547771050679
CUST01419,134,9,10848.41,4,Lost Customers,-0.7094487435833273,0.1774851277378004
CUST01420,392,10,10275.31,3,Lost Customers,-1.6481372570699517,2.7276787167599648
CUST01421,81,7,7110.24,1,Low Spenders,-1.327516856996493,-0.7006875876301656
CUST01422,15,9,9415.8,1,Low Spenders,-0.3738670766235337,-1.0690785031026906
CUST01423,5,9,11380.37,2,Potential Loyalists,-0.10847386601195697,-1.0486620465699155
CUST01424,13,16,28572.08,0,Champions,3.2657721355853764,0.5404882461428536
CUST01425,29,12,17027.91,2,Potential Loyalists,1.0557334780136116,-0.27025283541143696
CUST01426,14,10,12880.66,2,Potential Loyalists,0.23192240846582796,-0.8023863733415374
CUST01427,63,13,14869.09,2,Potential Loyalists,0.8751150760785098,0.00016399842002964876
CUST01428,207,7,9139.43,4,Lost Customers,-1.62455632655343,0.649959600297125
CUST01429,245,5,2753.18,3,Lost Customers,-2.9251331868929897,0.5002953650270073
CUST01430,14,8,12642.66,2,Potential Loyalists,-0.21000062192896474,-0.9535406815538888
CUST01431,267,10,10750.97,4,Lost Customers,-1.07032564824115,1.537161923355551
CUST01432,173,9,8352.07,4,Lost Customers,-1.1568363128218289,0.4079689492772391
CUST01433,51,11,14576.84,2,Potential Loyalists,0.47729541772481776,-0.2712781862926902
CUST01434,59,16,20261.33,0,Champions,2.1275869667254006,0.4901740367641277
CUST01435,117,9,8095.81,1,Low Spenders,-0.9513724865699046,-0.15356018159792148
CUST01436,10,11,14157.88,2,Potential Loyalists,0.6014060073683881,-0.6962862104976836
CUST01437,84,5,4889.66,1,Low Spenders,-2.0075548641830268,-0.9416076577518204
CUST01438,25,13,18160.13,0,Champions,1.4087212984843653,-0.17285769788515803
CUST01439,79,9,7672.55,1,Low Spenders,-0.8403198491934241,-0.5495686057449619
CUST01440,169,9,14042.5,4,Lost Customers,-0.49271193969309024,0.7105816324602025
CUST01441,208,7,6932.67,4,Lost Customers,-1.8797957363649058,0.5272301028438688
CUST01442,93,12,17935.92,2,Potential Loyalists,0.8908986194100081,0.4084245476254209
CUST01443,339,11,15421.35,4,Lost Customers,-0.6332313986737849,2.5881655943193413
CUST01444,6,8,7446.26,1,Low Spenders,-0.7676471030263204,-1.343525439298462
CUST01445,342,4,3293.14,3,Lost Customers,-3.4775189204500268,1.41027920247227
CUST01446,6,6,3852.24,1,Low Spenders,-1.5913643564053315,-1.6961572583127988
CUST01447,24,13,21724.98,0,Champions,1.8184624443679258,0.03140426738565197
CUST01448,49,11,20174.5,2,Potential Loyalists,1.1224867275011459,0.0452702477831541
CUST01449,8,12,9707.15,2,Potential Loyalists,0.3108759863437235,-0.9145563972374452
CUST01450,54,13,19205.0,0,Champions,1.4060917957658787,0.1726956223712032
CUST01451,8,11,13852.26,2,Potential Loyalists,0.5750166350694372,-0.7341391685372449
CUST01452,172,11,15117.83,4,Lost Customers,0.03190032465227736,0.94126250940658
CUST01453,149,9,11616.42,4,Lost Customers,-0.6849206978174278,0.36988109036190014
CUST01454,8,7,9712.28,1,Low Spenders,-0.7256584068137402,-1.256413568845315
CUST01455,61,11,13116.99,2,Potential Loyalists,0.2693211677346305,-0.2613939505614211
CUST01456,85,8,10016.19,1,Low Spenders,-0.8062591482917739,-0.4187865130745151
CUST01457,24,14,13910.69,2,Potential Loyalists,1.1369012418048587,-0.36929092541620084
CUST01458,87,11,7370.6,1,Low Spenders,-0.4933403970619237,-0.35280934654990653
CUST01459,6,17,17764.86,0,Champions,2.2730504001362815,-0.10815455491663141
CUST01460,200,10,16672.62,4,Lost Customers,-0.11595265614758991,1.2392430892370387
CUST01461,30,15,18198.99,0,Champions,1.8070414228835576,0.015104223801028082
CUST01462,46,9,19301.63,2,Potential Loyalists,0.6209071204061475,-0.17325601243359426
CUST01464,77,10,11371.11,2,Potential Loyalists,-0.2037541307936925,-0.2785989595863763
CUST01465,18,15,29442.34,0,Champions,3.136404839139683,0.5730638923202095
CUST01466,100,12,18165.81,2,Potential Loyalists,0.8877246996186641,0.490493996203934
CUST01467,104,10,9181.52,1,Low Spenders,-0.5659695278953544,-0.14673050323941253
CUST01468,59,17,15425.68,0,Champions,1.7848877329079642,0.26830047576876737
CUST01469,27,9,14823.81,2,Potential Loyalists,0.19109464607377302,-0.6273794794008047
CUST01470,142,8,10460.8,4,Lost Customers,-0.9944851162185925,0.16380272854309252
CUST01471,62,16,15042.39,0,Champions,1.5212907658953025,0.20611451115284576
CUST01472,57,10,25573.55,0,Champions,1.4957638805224194,0.3789879989622272
CUST01473,103,11,21061.15,0,Champions,0.9971177604672038,0.6251394602567073
CUST01474,52,12,17731.95,2,Potential Loyalists,1.0394673290884349,-0.003676625593189955
CUST01475,267,10,21917.72,4,Lost Customers,0.20004837798903413,2.2075539334592063
CUST01476,28,11,19198.2,2,Potential Loyalists,1.099400314655119,-0.21814583179222258
CUST01477,89,9,5816.45,1,Low Spenders,-1.0933730798981174,-0.5634731029936174
CUST01478,10,10,14213.48,2,Potential Loyalists,0.4003076846826708,-0.7613813134283517
CUST01479,105,15,18923.55,0,Champions,1.575251081047474,0.7900466622549638
CUST01480,171,10,16280.53,4,Lost Customers,-0.039060296569001764,0.9328791926138267
CUST01481,91,10,13762.17,2,Potential Loyalists,0.009608146656580606,0.001483670641864259
CUST01482,71,10,9796.11,2,Potential Loyalists,-0.35779487953267797,-0.43166904310167303
CUST01483,35,12,21563.82,0,Champions,1.5466191599699803,0.06057446543531379
CUST01484,21,9,14825.51,2,Potential Loyalists,0.2164255790825774,-0.6857929186525124
CUST01485,76,10,13588.18,2,Potential Loyalists,0.052658185746279534,-0.15525050481571215
CUST01486,34,16,24938.6,0,Champions,2.7644315863667575,0.5271577629013292
CUST01487,52,6,7298.9,1,Low Spenders,-1.3919796611831863,-1.0406193868700844
CUST01488,48,9,11440.9,2,Potential Loyalists,-0.28174006037479177,-0.6256670785469858
CUST01489,249,6,9025.75,3,Lost Customers,-2.0208753569186926,0.9843103177526863
CUST01490,37,7,7108.83,1,Low Spenders,-1.1433353465551837,-1.1298858897380233
CUST01491,113,5,7357.3,1,Low Spenders,-1.848324376008951,-0.510638828039693
CUST01492,59,11,11533.74,2,Potential Loyalists,0.09758350993340978,-0.37594898788714315
CUST01493,163,6,5153.21,1,Low Spenders,-2.101126298340292,-0.08689843469576639
CUST01494,19,9,12948.39,2,Potential Loyalists,0.011256097779597941,-0.8179903407373775
CUST01495,63,15,23735.03,0,Champions,2.2985869793210383,0.66929372827733
CUST01496,166,9,10608.99,4,Lost Customers,-0.8707529670856496,0.4751942869745783
CUST01497,65,16,23531.43,0,Champions,2.4744690535316645,0.7450088679747436
CUST01498,43,11,8673.56,2,Potential Loyalists,-0.1607685520475412,-0.7037002426337281
CUST01499,42,6,8409.9,1,Low Spenders,-1.223691978820142,-1.0714467128222918
CUST01500,21,15,19340.58,0,Champions,1.9746195566379023,-0.0041340589542535645
CUST01501,5,14,13658.85,2,Potential Loyalists,1.1878531104879753,-0.5697091310622707
CUST01502,60,8,13251.85,2,Potential Loyalists,-0.3334178330992217,-0.46834934933779077
CUST01503,141,6,5916.91,1,Low Spenders,-1.9220737809667743,-0.2556067934884477
CUST01504,83,7,6538.28,1,Low Spenders,-1.400964486326403,-0.7155198441988622
CUST01505,127,9,8365.72,1,Low Spenders,-0.9625623386276655,-0.039830396947145984
CUST01506,63,9,17222.91,2,Potential Loyalists,0.31320062716406266,-0.13225734390688063
CUST01507,70,7,11381.72,1,Low Spenders,-0.7954907730565755,-0.5515291627092715
CUST01508,151,13,22127.47,0,Champions,1.3321735045660907,1.2941456612094282
CUST01509,235,5,5157.44,3,Lost Customers,-2.6097190878767162,0.5471084600555376
CUST01510,155,11,14269.98,4,Lost Customers,0.006668540065587474,0.7245682136822434
CUST01511,145,8,11693.99,4,Lost Customers,-0.8667612695092936,0.2670946167406718
CUST01512,36,10,13712.46,2,Potential Loyalists,0.23438033583677545,-0.5378927187268503
CUST01513,264,10,21084.67,4,Lost Customers,0.1178460539121702,2.128284313058692
CUST01514,100,2,3465.26,1,Low Spenders,-2.8589045164369895,-1.0763787848879076
CUST01515,10,11,9473.47,2,Potential Loyalists,0.06848883879087583,-0.9775131597935544
CUST01516,2,10,14070.38,2,Potential Loyalists,0.4175447701332354,-0.8479929371225698
CUST01517,189,7,10151.87,4,Lost Customers,-1.4339645106615266,0.5351945942896292
CUST01518,46,9,9749.02,1,Low Spenders,-0.4658359003211651,-0.7467436807020056
CUST01519,68,12,15813.24,2,Potential Loyalists,0.7541538007936864,0.03717560542990707
CUST01520,37,12,17343.84,2,Potential Loyalists,1.0581582228138686,-0.17326542188524321
CUST01521,194,5,3494.49,1,Low Spenders,-2.6271297631392363,0.04741792243806131
CUST01522,24,15,20868.19,0,Champions,2.135837797043011,0.1168332330640181
CUST01523,262,5,9645.05,3,Lost Customers,-2.212309576393142,1.0798403305439597
CUST01524,19,12,12614.84,2,Potential Loyalists,0.5955809206401728,-0.6327158110605839
CUST01525,208,9,11880.89,4,Lost Customers,-0.9020192888317394,0.9611608548586195
CUST01526,95,13,12338.56,2,Potential Loyalists,0.4531650393148323,0.16032715382681345
CUST01527,243,7,4455.62,3,Lost Customers,-2.3082304421005713,0.7198616608110161
CUST01528,231,12,13920.58,4,Lost Customers,-0.1440657641489508,1.5132214444232888
CUST01529,96,12,19781.19,0,Champions,1.0882551286195845,0.5484624489014918
CUST01530,79,13,18909.31,0,Champions,1.2677131958571788,0.3987585502407604
CUST01531,5,11,16542.0,2,Potential Loyalists,0.8935809544531533,-0.6019192983274153
CUST01532,114,12,16945.02,2,Potential Loyalists,0.6901885127315525,0.5537404492371188
CUST01533,31,10,13943.49,2,Potential Loyalists,0.2816111754474818,-0.572785826977392
CUST01534,35,11,15910.1,2,Potential Loyalists,0.696005818551282,-0.347277707468713
CUST01535,122,8,12253.51,4,Lost Customers,-0.7067474944096782,0.0763757985794937
CUST01536,16,10,14679.42,2,Potential Loyalists,0.42817734357628073,-0.6748932670076044
CUST01537,31,18,24533.49,0,Champions,3.1457606247904617,0.6104454335326163
CUST01538,42,10,12840.54,2,Potential Loyalists,0.11004970415951094,-0.5317226390052121
CUST01539,2,11,13886.25,2,Potential Loyalists,0.6040210072890211,-0.7906140887027148
CUST01540,54,7,4817.86,1,Low Spenders,-1.4751882465017578,-1.1016295772365183
CUST01541,94,8,11258.56,1,Low Spenders,-0.702628482388948,-0.2564280085531233
CUST01542,59,12,20862.17,0,Champions,1.3662465200496539,0.2525131407737515
CUST01543,249,9,12812.9,4,Lost Customers,-0.9677632638240106,1.4169696600234873
CUST01544,3,7,10552.34,1,Low Spenders,-0.6091418848697705,-1.2547437697223214
CUST01545,53,9,13983.76,2,Potential Loyalists,-0.013402108025469733,-0.4242444345849406
CUST01546,24,15,30751.42,0,Champions,3.2601934678746267,0.7101695597496475
CUST01547,120,2,1392.96,1,Low Spenders,-3.1784494119821023,-1.005736944776314
CUST01548,322,4,4796.87,3,Lost Customers,-3.2226568162357574,1.305503457224031
CUST01549,2,12,14371.03,2,Potential Loyalists,0.8665951144504604,-0.6930774576264523
CUST01550,44,9,14641.59,2,Potential Loyalists,0.09914155832080047,-0.47252508318594677
CUST01551,77,10,11116.26,2,Potential Loyalists,-0.2327468834374575,-0.29389879201523134
CUST01552,14,13,15645.36,2,Potential Loyalists,1.1687165108184365,-0.43110946649111215
CUST01553,51,21,37120.86,0,Champions,5.11622907003235,1.7664746287828728
CUST01554,102,10,13837.65,2,Potential Loyalists,-0.027890426856260208,0.11329349988983628
CUST01555,398,3,6104.26,3,Lost Customers,-3.5997552817774827,2.0567554481767787
CUST01556,14,10,13122.51,2,Potential Loyalists,0.2594362292501896,-0.7878669914583959
CUST01557,30,14,22426.09,0,Champions,2.0805095810825387,0.2004436940583866
CUST01558,10,12,16204.06,2,Potential Loyalists,1.0416112072430888,-0.5050114654154796
CUST01559,40,9,13581.98,2,Potential Loyalists,-0.004645546107923208,-0.5751487385867324
CUST01560,176,9,8626.24,4,Lost Customers,-1.1382144070206073,0.4536864003709513
CUST01561,232,4,3073.63,3,Lost Customers,-3.041636459550849,0.3243168617321679
CUST01562,148,9,11965.94,4,Lost Customers,-0.6409683192796658,0.38111182077506706
CUST01563,128,10,13001.76,4,Lost Customers,-0.23191392276049388,0.3166782888803286
CUST01564,757,2,1657.38,3,Lost Customers,-5.817136155081843,5.222532808289453
CUST01565,150,11,17349.51,4,Lost Customers,0.3779561028694053,0.8606838269290272
CUST01566,86,10,14201.05,2,Potential Loyalists,0.08048483141936272,-0.020931234075864138
CUST01567,117,8,7626.89,1,Low Spenders,-1.2121422968628717,-0.2501446630084132
CUST01568,241,7,4201.22,3,Lost Customers,-2.328792822873473,0.685083677921566
CUST01569,124,9,12950.17,4,Lost Customers,-0.4284482512954779,0.20613773891414874
CUST01570,24,15,29738.46,0,Champions,3.1449550973899174,0.6493568532276425
CUST01571,476,6,6959.03,3,Lost Customers,-3.207030380242209,3.0740718380905925
CUST01572,22,7,7151.94,1,Low Spenders,-1.0755871454134487,-1.2735865410821823
CUST01573,131,3,7236.76,1,Low Spenders,-2.3522972909156583,-0.47919497089056284
CUST01574,15,15,11957.17,2,Potential Loyalists,1.1597909154776065,-0.5059100466409677
CUST01575,79,17,22423.48,0,Champions,2.4971935956685707,0.8834626616247507
CUST01576,16,8,9816.73,1,Low Spenders,-0.5398688699619039,-1.1036892547781332
CUST01577,75,13,18044.32,0,Champions,1.186066839003615,0.3078188398558812
CUST01578,2,13,23732.85,0,Champions,2.1390567041655872,-0.06261077175622091
CUST01579,170,15,24604.95,0,Champions,1.9492665217411884,1.7650454614280195
CUST01580,151,13,13104.0,4,Lost Customers,0.30562756107606176,0.7524247315378556
CUST01581,24,7,8423.64,1,Low Spenders,-0.9392926584427754,-1.1777353012577738
CUST01582,50,10,15846.77,2,Potential Loyalists,0.4185337090638326,-0.27322398677645354
CUST01583,116,6,13047.61,1,Low Spenders,-1.006117177339573,-0.07133223793815695
CUST01584,174,9,9075.63,4,Lost Customers,-1.0787108298450871,0.46116020898671567
CUST01585,53,11,13860.32,2,Potential Loyalists,0.3874020661183423,-0.2947890529297222
CUST01586,98,7,7321.74,1,Low Spenders,-1.3746787869275972,-0.5221963461185106
CUST01587,38,20,31052.32,0,Champions,4.272888808112228,1.2069352999450458
CUST01588,65,12,13954.05,2,Potential Loyalists,0.5552136968546568,-0.10369797827665096
CUST01589,107,11,15117.18,2,Potential Loyalists,0.30414966552053224,0.3073055900460339
CUST01590,5,12,12012.09,2,Potential Loyalists,0.5856639226891004,-0.8054378631807386
CUST01591,34,13,15856.36,2,Potential Loyalists,1.1089289317791449,-0.22339049322352642
CUST01592,16,9,12195.57,2,Potential Loyalists,-0.06181894144496336,-0.8924433805776915
CUST01593,14,13,24773.32,0,Champions,2.2071496535383925,0.11688448452827692
CUST01594,6,13,17374.56,2,Potential Loyalists,1.3989539132198394,-0.40531820120536066
CUST01595,265,7,7772.07,3,Lost Customers,-2.023108819001428,1.133520426841652
CUST01596,41,17,27895.6,0,Champions,3.2789281796057694,0.8413813557999517
CUST01597,57,10,9072.54,1,Low Spenders,-0.3814568426570667,-0.6116444825243754
CUST01598,272,5,4680.21,3,Lost Customers,-2.819025470836418,0.8793036925659394
CUST01599,24,11,11010.84,2,Potential Loyalists,0.18473193631391455,-0.7486815162091796
CUST01600,27,5,9768.62,1,Low Spenders,-1.213698336351292,-1.2045981984736869
CUST01601,20,6,7165.01,1,Low Spenders,-1.2731446724834687,-1.360740084046889
CUST01602,24,8,14785.46,2,Potential Loyalists,-0.008123036282268271,-0.7273725874752999
CUST01603,8,15,19781.88,0,Champions,2.079288262557432,-0.10442434402679647
CUST01604,61,10,12235.82,2,Potential Loyalists,-0.0383478470998008,-0.3827277194696389
CUST01605,65,15,21195.81,0,Champions,2.0013360046272943,0.5363576916655128
CUST01606,290,4,4435.66,3,Lost Customers,-3.1296826575575456,0.9717356817355629
CUST01607,86,5,8862.82,1,Low Spenders,-1.5639315109889855,-0.6835751924486809
CUST01608,82,15,26546.93,0,Champions,2.538877748790549,1.0234042588510615
CUST01609,160,12,20382.86,0,Champions,0.8885698095690874,1.2087488150018952
CUST01610,170,6,6931.51,1,Low Spenders,-1.9281469196378866,0.08812927768954816
CUST01611,170,9,12167.69,4,Lost Customers,-0.7101873932946476,0.607780639518457
CUST01612,0,11,10560.87,2,Potential Loyalists,0.2340916910091572,-1.0097573036595184
CUST01613,38,12,9320.44,2,Potential Loyalists,0.14119464295009115,-0.6451949087400105
CUST01614,31,8,7432.74,1,Low Spenders,-0.873924918106725,-1.100522532160904
CUST01615,85,11,11148.29,2,Potential Loyalists,-0.05519613468238953,-0.1455221878342476
CUST01616,11,8,9909.4,1,Low Spenders,-0.5083784158948166,-1.1468887582213623
CUST01617,19,15,18779.26,0,Champions,1.9191407323043785,-0.057337878881428446
CUST01618,148,10,7244.66,4,Lost Customers,-0.9706563656540281,0.16610442354226573
CUST01619,172,6,12839.87,4,Lost Customers,-1.2643674945732786,0.46234081192076387
CUST01620,209,3,8499.59,3,Lost Customers,-2.5354206574067946,0.35732007166654406
CUST01621,132,7,9787.6,1,Low Spenders,-1.2365987438435955,-0.042571462955468306
CUST01622,13,13,22486.64,0,Champions,1.9511974037869915,-0.030148148797804922
CUST01623,57,9,11833.5,2,Potential Loyalists,-0.27478261956159544,-0.5143242248125984
CUST01624,203,8,18739.58,4,Lost Customers,-0.30822300914441175,1.2557240139437655
CUST01625,159,8,12222.82,4,Lost Customers,-0.865253705638767,0.43537890698858417
CUST01626,26,17,16845.49,0,Champions,2.0846674206420843,0.03170304270800827
CUST01627,21,12,18430.08,2,Potential Loyalists,1.2487666430318856,-0.2640947041229721
CUST01628,49,6,10255.25,1,Low Spenders,-1.043084724642891,-0.8923936766608158
CUST01629,88,12,10412.84,2,Potential Loyalists,0.05599097284239675,-0.09198389762692138
CUST01630,87,6,8181.22,1,Low Spenders,-1.4382390345708638,-0.6463092019987874
CUST01631,195,7,10165.77,4,Lost Customers,-1.457520725439047,0.5945445741961933
CUST01632,33,13,24660.45,0,Champions,2.114706920359661,0.295407450287638
CUST01633,54,10,11693.57,2,Potential Loyalists,-0.07070924697024336,-0.48354959362192906
CUST01634,95,4,5875.9,1,Low Spenders,-2.148865347390249,-0.8435536938443278
CUST01635,31,6,5575.86,1,Low Spenders,-1.5000181953131253,-1.3488657464843983
CUST01636,52,10,18087.49,2,Potential Loyalists,0.665067776834432,-0.11919796327455214
CUST01637,100,2,709.83,1,Low Spenders,-3.172373225156665,-1.2418000808244978
CUST01638,175,7,7192.21,1,Low Spenders,-1.7120129923623189,0.22097625788502215
CUST01639,127,7,9148.66,1,Low Spenders,-1.2883391619040534,-0.12969292207173905
CUST01640,87,16,28630.82,0,Champions,2.9624250435080857,1.2657058260034284
CUST01641,151,11,12934.49,4,Lost Customers,-0.12850377369945892,0.6053821970082676
CUST01642,99,8,12323.29,1,Low Spenders,-0.6024484953734627,-0.1437443926784372
CUST01643,375,7,10113.06,3,Lost Customers,-2.217643252124682,2.3468450924833326
CUST01644,98,9,11645.46,1,Low Spenders,-0.46794795064038414,-0.12575723762669488
CUST01645,60,7,8972.04,1,Low Spenders,-1.0277296921369306,-0.7937193061447874
CUST01646,3,11,11217.24,2,Potential Loyalists,0.29619419347683745,-0.9410946065218261
CUST01647,95,9,9401.24,1,Low Spenders,-0.7106906033352655,-0.28974596545756925
CUST01648,21,13,18986.95,0,Champions,1.5195419961736623,-0.16223017459744096
