customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,customer_segment
CUST03438,119,17,21428.34,2,5,5,12,Loyal Customers
CUST04277,119,9,10619.07,2,3,2,7,Potential Loyalists
CUST02106,119,12,14308.37,2,4,3,9,Potential Loyalists
CUST03291,119,10,13944.44,2,3,3,8,Potential Loyalists
CUST04345,119,11,13857.1,2,4,3,9,Potential Loyalists
CUST02311,119,7,8653.49,2,1,1,4,Lost
CUST04829,119,12,16577.87,2,4,4,10,Loyal Customers
CUST02427,119,12,21489.2,2,4,5,11,Loyal Customers
CUST01014,118,6,9922.64,2,1,2,5,Lost
CUST03259,118,12,13088.68,2,4,3,9,Potential Loyalists
CUST03066,118,9,6526.48,2,2,1,5,Lost
CUST03993,118,8,6541.22,2,2,1,5,Lost
CUST00395,118,6,7888.94,2,1,1,4,Lost
CUST03254,118,10,17829.16,2,3,4,9,Potential Loyalists
CUST00791,118,11,16275.25,2,3,4,9,Potential Loyalists
CUST04531,118,7,17389.68,2,1,4,7,Potential Loyalists
CUST00210,118,10,17041.41,2,3,4,9,Potential Loyalists
CUST03519,118,7,6386.54,2,2,1,5,Lost
CUST02481,118,7,5106.07,2,2,1,5,Lost
CUST00352,118,8,14286.66,2,2,3,7,Potential Loyalists
CUST00034,118,10,18274.89,2,3,5,10,Loyal Customers
CUST02310,118,8,17805.02,2,2,4,8,Potential Loyalists
CUST00383,117,10,15515.88,2,3,4,9,Potential Loyalists
CUST04008,117,12,14682.42,2,4,4,10,Loyal Customers
CUST00988,117,11,20154.34,2,4,5,11,Loyal Customers
CUST04395,117,11,16755.52,2,4,4,10,Loyal Customers
CUST01567,117,8,7626.89,2,2,1,5,Lost
CUST00635,117,14,21068.06,2,5,5,12,Loyal Customers
CUST02408,117,9,13287.8,2,2,3,7,Potential Loyalists
CUST01308,117,9,8073.29,2,2,1,5,Lost
CUST01435,117,9,8095.81,2,2,1,5,Lost
CUST04709,117,4,10103.74,2,1,2,5,Lost
CUST01731,117,17,32502.97,2,5,5,12,Loyal Customers
CUST02340,117,3,4885.6,2,1,1,4,Lost
CUST03134,116,16,20083.17,2,5,5,12,Loyal Customers
CUST02894,116,14,18718.63,2,5,5,12,Loyal Customers
CUST01583,116,6,13047.61,2,1,3,6,Lost
CUST01778,116,13,13075.54,2,5,3,10,Loyal Customers
CUST04628,116,11,14282.41,2,4,3,9,Potential Loyalists
CUST01890,116,11,18105.18,2,4,4,10,Loyal Customers
CUST02590,116,10,14221.49,2,3,3,8,Potential Loyalists
CUST04491,116,9,10850.59,2,3,2,7,Potential Loyalists
CUST03683,116,16,24135.13,2,5,5,12,Loyal Customers
CUST03175,116,11,30828.34,2,4,5,11,Loyal Customers
CUST01102,116,8,11104.74,2,2,2,6,Lost
CUST01832,115,6,5731.62,2,1,1,4,Lost
CUST01888,115,9,14076.32,2,2,3,7,Potential Loyalists
CUST02553,115,9,17003.62,2,2,4,8,Potential Loyalists
CUST04976,115,14,12207.6,2,5,3,10,Loyal Customers
CUST03912,115,12,13917.15,2,4,3,9,Potential Loyalists
CUST04633,115,7,13461.68,2,1,3,6,Lost
CUST01135,115,7,9229.33,2,1,2,5,Lost
CUST04226,115,11,9517.59,2,3,2,7,Potential Loyalists
CUST04656,115,10,13427.47,2,3,3,8,Potential Loyalists
CUST02733,115,11,13231.82,2,4,3,9,Potential Loyalists
CUST02620,115,14,22330.31,2,5,5,12,Loyal Customers
CUST03214,115,11,18328.25,2,4,5,11,Loyal Customers
CUST00387,114,12,15961.31,2,4,4,10,Loyal Customers
CUST04447,114,11,13989.95,2,4,3,9,Potential Loyalists
CUST03499,114,11,13143.06,2,3,3,8,Potential Loyalists
CUST00776,114,14,18679.72,2,5,5,12,Loyal Customers
CUST02867,114,13,15409.87,2,4,4,10,Loyal Customers
CUST02437,114,8,9596.72,2,2,2,6,Lost
CUST04563,114,6,5644.22,2,1,1,4,Lost
CUST03249,114,12,16307.3,2,4,4,10,Loyal Customers
CUST00517,114,5,1396.22,2,1,1,4,Lost
CUST03602,114,11,10717.11,2,4,2,8,Potential Loyalists
CUST00952,114,6,3998.9,2,1,1,4,Lost
CUST01532,114,12,16945.02,2,4,4,10,Loyal Customers
CUST00741,114,10,8161.59,2,3,1,6,Lost
CUST00448,114,13,21191.36,2,5,5,12,Loyal Customers
CUST02461,114,11,12945.09,2,4,3,9,Potential Loyalists
CUST04330,114,10,13517.57,2,3,3,8,Potential Loyalists
CUST00596,114,16,19092.68,2,5,5,12,Loyal Customers
CUST03452,114,10,13976.18,2,3,3,8,Potential Loyalists
CUST04649,113,10,15075.31,2,3,4,9,Potential Loyalists
CUST00877,113,7,10106.63,2,2,2,6,Lost
CUST01010,113,12,15138.63,2,4,4,10,Loyal Customers
CUST04935,113,9,14381.76,2,2,3,7,Potential Loyalists
CUST04268,113,16,23054.51,2,5,5,12,Loyal Customers
CUST03014,113,6,10165.92,2,1,2,5,Lost
CUST04263,113,15,23727.73,2,5,5,12,Loyal Customers
CUST02441,113,6,3972.89,2,1,1,4,Lost
CUST03100,113,8,9567.49,2,2,2,6,Lost
CUST02204,113,12,17501.56,2,4,4,10,Loyal Customers
CUST03373,113,10,15436.1,2,3,4,9,Potential Loyalists
CUST02456,113,9,12271.83,2,3,3,8,Potential Loyalists
CUST03671,113,13,14981.28,2,5,4,11,Loyal Customers
CUST03263,113,12,13424.3,2,4,3,9,Potential Loyalists
CUST00002,113,7,11497.41,2,1,2,5,Lost
CUST00388,113,13,15790.28,2,5,4,11,Loyal Customers
CUST04384,113,11,16922.54,2,4,4,10,Loyal Customers
CUST01491,113,5,7357.3,2,1,1,4,Lost
CUST01185,113,8,7691.65,2,2,1,5,Lost
CUST04906,112,11,18857.53,2,4,5,11,Loyal Customers
CUST00008,112,8,8169.55,2,2,1,5,Lost
CUST00321,112,10,16488.16,2,3,4,9,Potential Loyalists
CUST01837,112,9,13691.31,2,2,3,7,Potential Loyalists
CUST01050,112,9,14570.7,2,3,3,8,Potential Loyalists
CUST03036,112,12,11079.99,2,4,2,8,Potential Loyalists
CUST01980,112,7,9369.04,2,1,2,5,Lost
CUST04109,112,9,10139.42,2,2,2,6,Lost
CUST00717,112,11,7290.26,2,4,1,7,Potential Loyalists
CUST00521,112,13,20148.85,2,4,5,11,Loyal Customers
CUST00381,112,10,10202.65,2,3,2,7,Potential Loyalists
CUST03782,112,7,8209.52,2,1,1,4,Lost
CUST02515,112,9,15217.71,2,3,4,9,Potential Loyalists
CUST00351,112,8,10022.95,2,2,2,6,Lost
CUST04897,112,5,1701.16,2,1,1,4,Lost
CUST00543,111,11,21675.34,2,4,5,11,Loyal Customers
CUST00158,111,15,26640.56,2,5,5,12,Loyal Customers
CUST02795,111,15,17065.0,2,5,4,11,Loyal Customers
CUST03109,111,7,3731.76,2,2,1,5,Lost
CUST04813,111,12,15835.27,2,4,4,10,Loyal Customers
CUST04216,111,10,9124.28,2,3,2,7,Potential Loyalists
CUST01248,111,8,7972.24,2,2,1,5,Lost
CUST03655,111,17,19595.9,2,5,5,12,Loyal Customers
CUST00278,111,16,33111.68,2,5,5,12,Loyal Customers
CUST04762,111,8,11825.45,2,2,2,6,Lost
CUST01323,111,8,8279.46,2,2,1,5,Lost
CUST03944,111,14,22639.88,2,5,5,12,Loyal Customers
CUST03203,111,13,24198.71,2,5,5,12,Loyal Customers
CUST04185,111,5,5355.62,2,1,1,4,Lost
CUST02265,111,8,8960.75,2,2,2,6,Lost
CUST02827,111,7,3782.86,2,2,1,5,Lost
CUST03840,111,8,10798.48,2,2,2,6,Lost
CUST03848,111,10,13471.27,2,3,3,8,Potential Loyalists
CUST03537,111,5,5729.82,2,1,1,4,Lost
CUST02630,110,10,8122.32,2,3,1,6,Lost
CUST01032,110,8,9063.29,2,2,2,6,Lost
CUST01905,110,11,10364.91,2,4,2,8,Potential Loyalists
CUST02486,110,8,10794.36,2,2,2,6,Lost
CUST00393,110,9,12620.93,2,3,3,8,Potential Loyalists
CUST02182,110,10,14664.31,2,3,4,9,Potential Loyalists
CUST02058,110,7,16023.39,2,1,4,7,Potential Loyalists
CUST03443,110,10,11349.76,2,3,2,7,Potential Loyalists
CUST02463,110,9,15485.41,2,3,4,9,Potential Loyalists
CUST01694,110,5,6983.34,2,1,1,4,Lost
CUST00860,110,9,12214.83,2,3,3,8,Potential Loyalists
CUST01946,110,9,12566.89,2,3,3,8,Potential Loyalists
CUST04040,110,10,17192.79,2,3,4,9,Potential Loyalists
CUST00987,110,9,10377.07,2,3,2,7,Potential Loyalists
CUST03331,110,6,9856.76,2,1,2,5,Lost
CUST00837,110,12,13053.99,2,4,3,9,Potential Loyalists
CUST00254,110,6,10095.36,2,1,2,5,Lost
CUST03890,110,8,14963.34,2,2,4,8,Potential Loyalists
CUST01134,110,11,9973.16,2,4,2,8,Potential Loyalists
CUST04051,109,6,9047.32,2,1,2,5,Lost
CUST00532,109,9,12083.26,2,3,3,8,Potential Loyalists
CUST01025,109,15,18184.39,2,5,4,11,Loyal Customers
CUST01205,109,9,15975.85,2,3,4,9,Potential Loyalists
CUST00043,109,12,15070.92,2,4,4,10,Loyal Customers
CUST03072,109,9,16155.24,2,3,4,9,Potential Loyalists
CUST04478,109,9,15450.23,2,3,4,9,Potential Loyalists
CUST03230,109,6,13799.79,2,1,3,6,Lost
CUST02611,109,5,7646.66,2,1,1,4,Lost
CUST01892,109,7,12704.42,2,1,3,6,Lost
CUST04116,109,17,22760.51,2,5,5,12,Loyal Customers
CUST03370,109,6,9496.9,2,1,2,5,Lost
CUST03087,109,14,23504.63,2,5,5,12,Loyal Customers
CUST01244,109,11,15718.34,2,4,4,10,Loyal Customers
CUST03125,109,13,13123.81,2,5,3,10,Loyal Customers
CUST02209,109,12,10760.16,2,4,2,8,Potential Loyalists
CUST00217,109,14,30648.47,2,5,5,12,Loyal Customers
CUST04799,108,7,14256.45,2,1,3,6,Lost
CUST00091,108,11,20543.62,2,4,5,11,Loyal Customers
CUST00188,108,15,22374.32,2,5,5,12,Loyal Customers
CUST03855,108,15,25951.49,2,5,5,12,Loyal Customers
CUST00371,108,7,10070.3,2,2,2,6,Lost
CUST00779,108,9,12726.75,2,2,3,7,Potential Loyalists
CUST02218,108,7,11120.23,2,2,2,6,Lost
CUST03034,108,5,8582.6,2,1,1,4,Lost
CUST00828,108,9,9147.13,2,2,2,6,Lost
CUST04458,108,11,20289.17,2,4,5,11,Loyal Customers
CUST02240,107,15,26518.52,2,5,5,12,Loyal Customers
CUST00403,107,9,11030.47,2,3,2,7,Potential Loyalists
CUST03959,107,4,8605.87,2,1,1,4,Lost
CUST00781,107,14,10825.87,2,5,2,9,Potential Loyalists
CUST04464,107,6,3810.79,2,1,1,4,Lost
CUST04794,107,8,10343.3,2,2,2,6,Lost
CUST00907,107,10,15641.08,2,3,4,9,Potential Loyalists
CUST03035,107,7,12300.74,2,2,3,7,Potential Loyalists
CUST02582,107,4,1864.9,2,1,1,4,Lost
CUST04115,107,11,17641.17,2,3,4,9,Potential Loyalists
CUST01061,107,7,14226.42,2,1,3,6,Lost
CUST03016,107,11,9674.23,2,3,2,7,Potential Loyalists
CUST00795,107,8,5154.58,2,2,1,5,Lost
CUST01105,107,7,4945.48,2,2,1,5,Lost
CUST00654,107,11,20124.53,2,4,5,11,Loyal Customers
CUST00643,107,10,12254.09,2,3,3,8,Potential Loyalists
CUST04342,107,11,12807.11,2,4,3,9,Potential Loyalists
CUST01589,107,11,15117.18,2,4,4,10,Loyal Customers
CUST03869,106,13,20487.2,2,5,5,12,Loyal Customers
CUST00204,106,10,11282.49,2,3,2,7,Potential Loyalists
CUST00006,106,6,8259.98,2,1,1,4,Lost
CUST02668,106,17,22496.66,2,5,5,12,Loyal Customers
CUST00079,106,16,15390.93,2,5,4,11,Loyal Customers
CUST03273,106,10,18772.32,2,3,5,10,Loyal Customers
CUST02492,106,9,16325.87,2,3,4,9,Potential Loyalists
CUST02180,106,6,7164.09,2,1,1,4,Lost
CUST02800,106,7,13659.86,2,1,3,6,Lost
CUST00066,106,10,14141.93,2,3,3,8,Potential Loyalists
CUST03648,106,4,4907.96,2,1,1,4,Lost
CUST03220,106,12,11104.76,2,4,2,8,Potential Loyalists
CUST04896,106,10,13335.32,2,3,3,8,Potential Loyalists
CUST03630,106,15,26136.49,2,5,5,12,Loyal Customers
CUST02890,106,7,7903.25,2,1,1,4,Lost
CUST00306,106,7,6084.87,2,1,1,4,Lost
CUST03270,106,14,19683.39,2,5,5,12,Loyal Customers
CUST01376,106,10,8294.92,2,3,1,6,Lost
CUST04797,106,14,17011.23,2,5,4,11,Loyal Customers
CUST01824,105,6,8116.14,2,1,1,4,Lost
CUST04764,105,10,15330.71,2,3,4,9,Potential Loyalists
CUST03267,105,9,10586.9,2,3,2,7,Potential Loyalists
CUST03495,105,8,9111.85,2,2,2,6,Lost
CUST02531,105,11,18012.82,2,4,4,10,Loyal Customers
CUST03409,105,9,14354.33,2,2,3,7,Potential Loyalists
CUST02955,105,14,24953.19,2,5,5,12,Loyal Customers
CUST03802,105,6,9916.31,2,1,2,5,Lost
CUST02290,105,9,14091.5,2,2,3,7,Potential Loyalists
CUST00705,105,12,18240.43,2,4,5,11,Loyal Customers
CUST01479,105,15,18923.55,2,5,5,12,Loyal Customers
CUST03206,105,13,15614.6,2,5,4,11,Loyal Customers
CUST02462,105,12,19125.7,2,4,5,11,Loyal Customers
CUST01150,105,14,24496.07,2,5,5,12,Loyal Customers
CUST02122,105,4,4527.53,2,1,1,4,Lost
CUST04872,105,8,13279.75,2,2,3,7,Potential Loyalists
CUST03269,105,8,11080.72,2,2,2,6,Lost
CUST02409,105,5,8429.29,2,1,1,4,Lost
CUST02946,104,11,11820.26,2,4,2,8,Potential Loyalists
CUST02185,104,10,9486.38,2,3,2,7,Potential Loyalists
CUST00744,104,10,12595.19,2,3,3,8,Potential Loyalists
CUST00346,104,11,16901.04,2,4,4,10,Loyal Customers
CUST04193,104,10,11325.66,2,3,2,7,Potential Loyalists
CUST04581,104,14,22412.96,2,5,5,12,Loyal Customers
CUST01467,104,10,9181.52,2,3,2,7,Potential Loyalists
CUST00539,104,12,22122.51,2,4,5,11,Loyal Customers
CUST02658,104,11,11624.1,2,4,2,8,Potential Loyalists
CUST04178,104,12,16092.17,2,4,4,10,Loyal Customers
CUST00456,104,15,22658.87,2,5,5,12,Loyal Customers
CUST00117,104,10,11570.41,2,3,2,7,Potential Loyalists
CUST02865,104,7,10743.51,2,1,2,5,Lost
CUST00603,104,8,11837.62,2,2,2,6,Lost
CUST01189,104,9,11705.76,2,3,2,7,Potential Loyalists
CUST04350,104,13,19359.38,2,5,5,12,Loyal Customers
CUST04556,104,9,20012.33,2,2,5,9,Potential Loyalists
CUST01191,104,15,11297.86,2,5,2,9,Potential Loyalists
CUST00085,104,8,9913.6,2,2,2,6,Lost
CUST04932,104,8,15433.55,2,2,4,8,Potential Loyalists
CUST04716,103,13,18667.79,2,4,5,11,Loyal Customers
CUST03168,103,11,14061.76,2,4,3,9,Potential Loyalists
CUST04770,103,9,7915.14,2,2,1,5,Lost
CUST02861,103,10,13748.52,2,3,3,8,Potential Loyalists
CUST03210,103,8,5113.02,2,2,1,5,Lost
CUST03541,103,7,5679.86,2,1,1,4,Lost
CUST02680,103,10,10287.1,2,3,2,7,Potential Loyalists
CUST03232,103,10,12507.3,2,3,3,8,Potential Loyalists
CUST00116,103,10,19171.22,2,3,5,10,Loyal Customers
CUST01851,103,10,8545.8,2,3,1,6,Lost
CUST01789,103,11,12056.5,2,4,3,9,Potential Loyalists
CUST00572,103,9,9178.99,2,2,2,6,Lost
CUST00922,103,6,8883.49,2,1,2,5,Lost
CUST00870,103,12,16684.87,2,4,4,10,Loyal Customers
CUST03253,103,3,2595.61,2,1,1,4,Lost
CUST00258,103,12,12445.45,2,4,3,9,Potential Loyalists
CUST02953,103,8,8348.6,2,2,1,5,Lost
CUST01473,103,11,21061.15,2,4,5,11,Loyal Customers
CUST04416,103,11,14177.01,2,4,3,9,Potential Loyalists
CUST02039,103,6,7705.48,2,1,1,4,Lost
CUST03964,103,8,8878.98,2,2,2,6,Lost
CUST02356,103,8,13528.66,2,2,3,7,Potential Loyalists
CUST02175,102,7,10710.5,2,2,2,6,Lost
CUST01383,102,9,11184.92,2,3,2,7,Potential Loyalists
CUST04094,102,9,12040.01,2,3,3,8,Potential Loyalists
CUST01342,102,7,6805.39,2,1,1,4,Lost
CUST03641,102,10,14131.3,2,3,3,8,Potential Loyalists
CUST01293,102,8,8652.14,2,2,1,5,Lost
CUST01554,102,10,13837.65,2,3,3,8,Potential Loyalists
CUST04991,102,9,9870.34,2,2,2,6,Lost
CUST02434,102,8,11585.72,2,2,2,6,Lost
CUST01413,102,14,20899.43,2,5,5,12,Loyal Customers
CUST00123,102,11,12186.96,2,4,3,9,Potential Loyalists
CUST03052,102,8,11576.79,2,2,2,6,Lost
CUST04999,102,13,23885.98,2,5,5,12,Loyal Customers
CUST04429,102,12,24440.65,2,4,5,11,Loyal Customers
CUST02848,102,9,10976.22,2,3,2,7,Potential Loyalists
CUST04569,101,13,16218.47,2,4,4,10,Loyal Customers
CUST01155,101,11,16683.44,2,4,4,10,Loyal Customers
CUST00548,101,6,5807.96,2,1,1,4,Lost
CUST03174,101,7,6463.63,2,1,1,4,Lost
CUST03344,101,7,12251.96,2,2,3,7,Potential Loyalists
CUST03610,101,8,11918.11,2,2,3,7,Potential Loyalists
CUST02071,101,9,11001.27,2,3,2,7,Potential Loyalists
CUST03423,101,14,19785.49,2,5,5,12,Loyal Customers
CUST04421,101,8,8577.6,2,2,1,5,Lost
CUST01730,101,9,15777.13,2,3,4,9,Potential Loyalists
CUST04776,101,15,28262.29,2,5,5,12,Loyal Customers
CUST02296,101,11,11515.31,2,4,2,8,Potential Loyalists
CUST03843,101,11,15796.59,2,4,4,10,Loyal Customers
CUST03247,101,18,19612.27,2,5,5,12,Loyal Customers
CUST00075,101,14,17923.65,2,5,4,11,Loyal Customers
CUST03634,101,13,15984.75,2,5,4,11,Loyal Customers
CUST00524,101,10,9560.62,2,3,2,7,Potential Loyalists
CUST00341,101,11,10372.22,2,4,2,8,Potential Loyalists
CUST01899,101,9,7619.8,2,2,1,5,Lost
CUST04811,100,10,10594.36,2,3,2,7,Potential Loyalists
CUST01825,100,8,8276.99,2,2,1,5,Lost
CUST00579,100,8,15372.78,2,2,4,8,Potential Loyalists
CUST00297,100,8,11669.21,2,2,2,6,Lost
CUST02857,100,6,8511.89,2,1,1,4,Lost
CUST01750,100,10,17782.48,2,3,4,9,Potential Loyalists
CUST00726,100,8,13113.72,2,2,3,7,Potential Loyalists
CUST02476,100,8,9863.53,2,2,2,6,Lost
CUST04513,100,6,9408.29,2,1,2,5,Lost
CUST00770,100,6,3926.22,2,1,1,4,Lost
CUST02937,100,11,13349.7,2,4,3,9,Potential Loyalists
CUST04969,100,10,16657.98,2,3,4,9,Potential Loyalists
CUST02715,100,9,5720.05,2,2,1,5,Lost
CUST03118,100,15,21396.87,2,5,5,12,Loyal Customers
CUST00607,100,7,7002.77,2,2,1,5,Lost
CUST00201,100,9,14851.33,2,3,4,9,Potential Loyalists
CUST01637,100,2,709.83,2,1,1,4,Lost
CUST04587,100,11,15571.81,2,4,4,10,Loyal Customers
CUST00576,100,9,7693.13,2,2,1,5,Lost
CUST01466,100,12,18165.81,2,4,4,10,Loyal Customers
CUST00213,100,12,9590.09,2,4,2,8,Potential Loyalists
CUST01911,100,9,16618.2,2,3,4,9,Potential Loyalists
CUST01514,100,2,3465.26,2,1,1,4,Lost
CUST02396,100,8,9699.26,2,2,2,6,Lost
CUST01975,99,7,11218.88,2,1,2,5,Lost
CUST00277,99,10,17674.95,2,3,4,9,Potential Loyalists
CUST01030,99,7,12630.88,2,2,3,7,Potential Loyalists
CUST02716,99,9,18280.67,2,2,5,9,Potential Loyalists
CUST00262,99,9,11870.08,2,3,2,7,Potential Loyalists
CUST03598,99,13,13923.05,2,5,3,10,Loyal Customers
CUST04290,99,6,5947.87,2,1,1,4,Lost
CUST02316,99,9,10358.85,2,2,2,6,Lost
CUST03297,99,14,13894.45,2,5,3,10,Loyal Customers
CUST01642,99,8,12323.29,2,2,3,7,Potential Loyalists
CUST02125,99,6,8727.28,2,1,1,4,Lost
CUST03077,99,13,13243.28,2,4,3,9,Potential Loyalists
CUST02098,99,10,14893.99,2,3,4,9,Potential Loyalists
CUST02318,99,14,22116.72,2,5,5,12,Loyal Customers
CUST01126,99,9,18732.64,2,2,5,9,Potential Loyalists
CUST00945,99,16,15032.29,2,5,4,11,Loyal Customers
CUST01387,99,7,11841.08,2,1,2,5,Lost
CUST01300,99,8,11130.96,2,2,2,6,Lost
CUST03701,98,11,21202.0,2,4,5,11,Loyal Customers
CUST01049,98,13,14315.16,2,5,3,10,Loyal Customers
CUST02987,98,7,8752.97,2,1,1,4,Lost
CUST00130,98,8,6884.72,2,2,1,5,Lost
CUST01586,98,7,7321.74,2,2,1,5,Lost
CUST02380,98,11,16495.21,2,4,4,10,Loyal Customers
CUST04417,98,12,15595.43,2,4,4,10,Loyal Customers
CUST02484,98,5,12586.69,2,1,3,6,Lost
CUST02384,98,13,25745.38,2,5,5,12,Loyal Customers
CUST00089,98,14,13630.39,2,5,3,10,Loyal Customers
CUST01644,98,9,11645.46,2,3,2,7,Potential Loyalists
CUST02566,98,11,10613.82,2,4,2,8,Potential Loyalists
CUST01809,98,7,9855.15,2,1,2,5,Lost
CUST03170,98,8,13962.07,2,2,3,7,Potential Loyalists
CUST02090,98,7,7110.51,2,2,1,5,Lost
CUST01356,98,5,9433.02,2,1,2,5,Lost
CUST02272,98,12,13480.86,2,4,3,9,Potential Loyalists
CUST04919,98,10,15486.9,2,3,4,9,Potential Loyalists
CUST01321,98,5,9281.03,2,1,2,5,Lost
CUST02299,97,14,19195.03,2,5,5,12,Loyal Customers
CUST01158,97,16,18649.37,2,5,5,12,Loyal Customers
CUST00930,97,10,13706.88,2,3,3,8,Potential Loyalists
CUST03698,97,9,13091.75,2,2,3,7,Potential Loyalists
CUST00227,97,15,24945.62,2,5,5,12,Loyal Customers
CUST03060,97,17,21402.77,2,5,5,12,Loyal Customers
CUST00980,97,9,12778.47,2,2,3,7,Potential Loyalists
CUST02407,97,14,35294.76,2,5,5,12,Loyal Customers
CUST02807,97,8,10898.78,2,2,2,6,Lost
CUST01018,97,12,9824.25,2,4,2,8,Potential Loyalists
CUST03396,97,10,12528.58,2,3,3,8,Potential Loyalists
CUST04977,97,16,19729.03,2,5,5,12,Loyal Customers
CUST03592,97,7,5623.79,2,1,1,4,Lost
CUST00111,97,10,12559.72,2,3,3,8,Potential Loyalists
CUST03756,97,9,12779.21,2,2,3,7,Potential Loyalists
CUST01845,97,13,14059.5,2,5,3,10,Loyal Customers
CUST04241,96,10,14257.67,2,3,3,8,Potential Loyalists
CUST00128,96,11,10691.63,2,4,2,8,Potential Loyalists
CUST01011,96,6,8801.23,2,1,2,5,Lost
CUST03312,96,17,26867.95,2,5,5,12,Loyal Customers
CUST04315,96,11,17674.2,2,3,4,9,Potential Loyalists
CUST03955,96,10,8276.93,2,3,1,6,Lost
CUST01925,96,6,6567.65,2,1,1,4,Lost
CUST04028,96,15,19153.74,2,5,5,12,Loyal Customers
CUST02844,96,11,13137.64,2,3,3,8,Potential Loyalists
CUST01912,96,13,16892.67,2,5,4,11,Loyal Customers
CUST00707,96,7,11314.77,2,1,2,5,Lost
CUST04631,96,8,12798.84,2,2,3,7,Potential Loyalists
CUST03515,96,14,17541.23,2,5,4,11,Loyal Customers
CUST01859,96,7,10334.73,2,1,2,5,Lost
CUST00655,96,12,16213.7,2,4,4,10,Loyal Customers
CUST01529,96,12,19781.19,2,4,5,11,Loyal Customers
CUST00985,96,7,7916.04,2,1,1,4,Lost
CUST04781,96,9,14285.39,2,2,3,7,Potential Loyalists
CUST02828,96,6,8881.63,2,1,2,5,Lost
CUST02918,96,10,15164.55,2,3,4,9,Potential Loyalists
CUST00467,96,11,18557.51,2,4,5,11,Loyal Customers
CUST01749,96,10,6675.73,2,3,1,6,Lost
CUST03070,95,9,11817.85,2,3,2,7,Potential Loyalists
CUST00622,95,9,9956.38,2,2,2,6,Lost
CUST01647,95,9,9401.24,2,2,2,6,Lost
CUST04150,95,5,6970.6,2,1,1,4,Lost
CUST04453,95,9,9670.81,2,2,2,6,Lost
CUST02452,95,16,21811.7,2,5,5,12,Loyal Customers
CUST03139,95,11,12075.57,2,4,3,9,Potential Loyalists
CUST03024,95,12,18903.46,2,4,5,11,Loyal Customers
CUST00218,95,5,2125.65,2,1,1,4,Lost
CUST00703,95,13,22287.65,2,4,5,11,Loyal Customers
CUST01634,95,4,5875.9,2,1,1,4,Lost
CUST01526,95,13,12338.56,2,5,3,10,Loyal Customers
CUST02076,95,8,12499.95,2,2,3,7,Potential Loyalists
CUST04574,95,8,11632.05,2,2,2,6,Lost
CUST02381,95,13,10055.62,2,5,2,9,Potential Loyalists
CUST00932,95,15,18450.43,2,5,5,12,Loyal Customers
CUST00318,95,7,13213.61,2,1,3,6,Lost
CUST02130,95,9,18232.96,2,2,5,9,Potential Loyalists
CUST03672,95,11,12027.57,2,4,3,9,Potential Loyalists
CUST00167,95,8,13052.26,2,2,3,7,Potential Loyalists
CUST04289,95,6,7765.52,2,1,1,4,Lost
CUST02054,94,7,17078.75,2,2,4,8,Potential Loyalists
CUST00844,94,14,16917.06,2,5,4,11,Loyal Customers
CUST04448,94,11,7255.83,2,4,1,7,Potential Loyalists
CUST02969,94,8,17442.3,2,2,4,8,Potential Loyalists
CUST04554,94,15,21908.42,2,5,5,12,Loyal Customers
CUST00997,94,8,13189.38,2,2,3,7,Potential Loyalists
CUST00361,94,11,17029.65,2,4,4,10,Loyal Customers
CUST00178,94,12,20192.16,2,4,5,11,Loyal Customers
CUST04045,94,11,18882.91,2,4,5,11,Loyal Customers
CUST01953,94,9,16498.33,2,3,4,9,Potential Loyalists
CUST03599,94,8,11838.47,2,2,2,6,Lost
CUST02573,94,6,4429.62,2,1,1,4,Lost
CUST01041,94,11,22969.88,2,4,5,11,Loyal Customers
CUST02821,94,10,9640.84,2,3,2,7,Potential Loyalists
CUST02480,94,17,28838.33,2,5,5,12,Loyal Customers
CUST00850,94,11,14885.11,2,3,4,9,Potential Loyalists
CUST00063,94,6,7817.57,2,1,1,4,Lost
CUST04158,94,6,6133.72,2,1,1,4,Lost
CUST01194,94,9,12954.81,2,2,3,7,Potential Loyalists
CUST01541,94,8,11258.56,2,2,2,6,Lost
CUST04431,94,15,13516.77,2,5,3,10,Loyal Customers
CUST04444,94,10,13263.85,2,3,3,8,Potential Loyalists
CUST04357,94,7,15412.99,2,1,4,7,Potential Loyalists
CUST03631,93,9,12955.21,2,2,3,7,Potential Loyalists
CUST00365,93,12,19268.35,2,4,5,11,Loyal Customers
CUST01368,93,10,13448.69,2,3,3,8,Potential Loyalists
CUST00510,93,12,23832.55,2,4,5,11,Loyal Customers
CUST02545,93,15,20390.95,2,5,5,12,Loyal Customers
CUST03614,93,11,12047.07,2,4,3,9,Potential Loyalists
CUST04707,93,8,16409.76,2,2,4,8,Potential Loyalists
CUST00659,93,11,15349.03,2,4,4,10,Loyal Customers
CUST02052,93,9,10047.02,2,2,2,6,Lost
CUST02142,93,4,7089.54,2,1,1,4,Lost
CUST04497,93,11,20513.25,2,4,5,11,Loyal Customers
CUST04529,93,9,14409.33,2,3,3,8,Potential Loyalists
CUST01816,93,8,14109.72,2,2,3,7,Potential Loyalists
CUST02239,93,11,16970.8,2,4,4,10,Loyal Customers
CUST01442,93,12,17935.92,2,4,4,10,Loyal Customers
CUST04730,93,4,3646.11,2,1,1,4,Lost
