customer_id,cluster,cluster_name,recency,frequency,monetary
CUST01211,0,Champions,31,15,17982.16
CUST01212,2,Potential Loyalists,30,10,10770.66
CUST01213,1,Low Spenders,72,7,12086.76
CUST01214,1,Low Spenders,125,8,8383.17
CUST01215,0,Champions,26,13,18189.25
CUST01216,2,Potential Loyalists,124,11,19647.06
CUST01217,4,Lost Customers,130,11,16725.57
CUST01218,0,Champions,47,14,17285.55
CUST01219,2,Potential Loyalists,74,10,14645.45
CUST01220,2,Potential Loyalists,17,9,21658.76
CUST01221,1,Low Spenders,32,9,7049.37
CUST01222,1,Low Spenders,76,4,4649.05
CUST01223,2,Potential Loyalists,9,11,16330.14
CUST01224,2,Potential Loyalists,35,13,16175.4
CUST01225,2,Potential Loyalists,28,13,17213.41
CUST01226,4,Lost Customers,210,8,13075.44
CUST01227,2,Potential Loyalists,1,11,14159.36
CUST01228,1,Low Spenders,22,6,10716.4
CUST01229,3,Lost Customers,813,1,157.87
CUST01230,0,Champions,41,20,25866.26
CUST01231,1,Low Spenders,0,8,8109.54
CUST01232,0,Champions,9,15,27679.2
CUST01233,4,Lost Customers,137,11,18043.38
CUST01234,2,Potential Loyalists,1,11,20573.7
CUST01235,0,Champions,41,11,24800.68
CUST01236,1,Low Spenders,24,5,6502.59
CUST01237,0,Champions,14,13,25048.77
CUST01238,2,Potential Loyalists,73,8,14901.78
CUST01239,0,Champions,17,11,21727.04
CUST01240,2,Potential Loyalists,46,14,14102.13
CUST01241,4,Lost Customers,127,11,14029.44
CUST01242,2,Potential Loyalists,89,9,11588.22
CUST01243,2,Potential Loyalists,4,9,11347.87
CUST01244,2,Potential Loyalists,109,11,15718.34
CUST01245,1,Low Spenders,160,6,5897.23
CUST01246,2,Potential Loyalists,8,9,10704.84
CUST01247,0,Champions,16,13,18419.03
CUST01248,1,Low Spenders,111,8,7972.24
CUST01249,1,Low Spenders,15,8,11166.05
CUST01250,1,Low Spenders,31,9,5885.26
CUST01251,1,Low Spenders,57,9,9380.18
CUST01252,2,Potential Loyalists,32,9,13681.53
CUST01253,1,Low Spenders,39,7,13484.54
CUST01254,4,Lost Customers,122,10,12688.3
CUST01255,2,Potential Loyalists,45,10,10535.77
CUST01256,0,Champions,44,11,23420.7
CUST01257,2,Potential Loyalists,28,10,13387.5
CUST01258,4,Lost Customers,171,14,13361.11
CUST01259,4,Lost Customers,148,10,13088.19
CUST01260,1,Low Spenders,3,9,7313.53
CUST01261,2,Potential Loyalists,19,12,13165.19
CUST01262,2,Potential Loyalists,17,13,12500.11
CUST01263,2,Potential Loyalists,89,10,14507.07
CUST01264,1,Low Spenders,76,4,7085.01
CUST01265,2,Potential Loyalists,88,12,7274.15
CUST01266,4,Lost Customers,225,8,9760.86
CUST01267,0,Champions,18,16,24807.98
CUST01268,0,Champions,47,16,22074.92
CUST01269,3,Lost Customers,288,5,7128.11
CUST01270,4,Lost Customers,137,12,18135.6
CUST01271,2,Potential Loyalists,12,10,13310.05
CUST01272,1,Low Spenders,47,7,10871.46
CUST01273,2,Potential Loyalists,30,10,18056.97
CUST01274,1,Low Spenders,4,7,10147.61
CUST01275,2,Potential Loyalists,13,9,14154.85
CUST01276,2,Potential Loyalists,2,11,14459.23
CUST01277,2,Potential Loyalists,88,13,13718.17
CUST01278,1,Low Spenders,37,4,5265.17
CUST01279,4,Lost Customers,133,11,10327.08
CUST01280,4,Lost Customers,137,9,10998.14
CUST01281,2,Potential Loyalists,52,13,15692.71
CUST01282,0,Champions,89,15,15991.99
CUST01283,1,Low Spenders,69,8,11538.08
CUST01284,4,Lost Customers,166,7,13902.83
CUST01285,1,Low Spenders,40,8,10083.13
CUST01286,0,Champions,89,14,19312.75
CUST01287,1,Low Spenders,132,6,8115.34
CUST01288,2,Potential Loyalists,85,10,14796.12
CUST01289,3,Lost Customers,299,7,8952.4
CUST01290,1,Low Spenders,77,7,13283.52
CUST01291,2,Potential Loyalists,3,7,14980.06
CUST01292,4,Lost Customers,135,11,13023.36
CUST01293,1,Low Spenders,102,8,8652.14
CUST01294,1,Low Spenders,145,7,10417.98
CUST01295,2,Potential Loyalists,45,11,11122.38
CUST01296,1,Low Spenders,83,8,4923.03
CUST01297,2,Potential Loyalists,39,11,12621.06
CUST01298,2,Potential Loyalists,0,9,12494.43
CUST01299,1,Low Spenders,15,8,7713.96
CUST01300,1,Low Spenders,99,8,11130.96
CUST01301,2,Potential Loyalists,9,9,16658.84
CUST01302,2,Potential Loyalists,4,12,18514.7
CUST01303,3,Lost Customers,221,5,3390.94
CUST01304,2,Potential Loyalists,44,10,13688.63
CUST01305,4,Lost Customers,166,12,13527.6
CUST01306,1,Low Spenders,164,5,9938.36
CUST01307,1,Low Spenders,43,9,10194.42
CUST01308,1,Low Spenders,117,9,8073.29
CUST01309,1,Low Spenders,31,8,10344.64
CUST01310,4,Lost Customers,147,13,13201.29
CUST01311,1,Low Spenders,20,9,7774.8
CUST01312,2,Potential Loyalists,23,11,14046.3
CUST01313,2,Potential Loyalists,58,12,16855.97
CUST01314,3,Lost Customers,215,7,6237.41
CUST01315,1,Low Spenders,35,8,11908.67
CUST01316,3,Lost Customers,324,7,6643.14
CUST01317,0,Champions,20,11,21142.12
CUST01318,1,Low Spenders,6,8,10083.89
CUST01319,3,Lost Customers,308,5,4371.9
CUST01320,4,Lost Customers,205,9,15117.86
CUST01321,1,Low Spenders,98,5,9281.03
CUST01322,2,Potential Loyalists,39,12,11494.1
CUST01323,1,Low Spenders,111,8,8279.46
CUST01324,4,Lost Customers,216,9,17901.78
CUST01325,0,Champions,23,16,19952.04
CUST01326,2,Potential Loyalists,2,12,11545.31
CUST01327,0,Champions,48,12,21140.26
CUST01328,0,Champions,12,14,24273.82
CUST01329,1,Low Spenders,31,7,13045.88
CUST01330,2,Potential Loyalists,31,10,13303.52
CUST01331,2,Potential Loyalists,15,10,14049.0
CUST01332,1,Low Spenders,28,9,7602.58
CUST01333,4,Lost Customers,202,9,13125.58
CUST01334,0,Champions,60,12,19391.53
CUST01335,2,Potential Loyalists,21,12,11949.0
CUST01336,1,Low Spenders,5,7,5929.5
CUST01337,1,Low Spenders,33,8,7824.42
CUST01338,0,Champions,34,11,21784.06
CUST01339,2,Potential Loyalists,34,11,10959.86
CUST01340,1,Low Spenders,162,7,7360.73
CUST01341,1,Low Spenders,8,8,11124.85
CUST01342,1,Low Spenders,102,7,6805.39
CUST01343,2,Potential Loyalists,60,11,16309.35
CUST01344,2,Potential Loyalists,38,9,12046.0
CUST01345,2,Potential Loyalists,54,10,14218.96
CUST01346,0,Champions,18,13,18563.68
CUST01347,2,Potential Loyalists,42,12,14317.74
CUST01348,1,Low Spenders,82,7,7704.19
CUST01349,2,Potential Loyalists,92,8,13727.37
CUST01350,0,Champions,32,13,18443.76
CUST01351,0,Champions,140,15,14968.18
CUST01352,4,Lost Customers,157,7,10903.5
CUST01353,2,Potential Loyalists,6,9,16512.17
CUST01354,2,Potential Loyalists,51,11,13435.33
CUST01355,4,Lost Customers,120,10,12852.78
CUST01356,1,Low Spenders,98,5,9433.02
CUST01357,2,Potential Loyalists,17,11,15393.86
CUST01358,1,Low Spenders,120,6,2443.55
CUST01359,1,Low Spenders,50,7,14285.81
CUST01360,2,Potential Loyalists,76,9,16096.48
CUST01361,1,Low Spenders,137,5,7848.58
CUST01362,1,Low Spenders,19,7,13324.0
CUST01363,4,Lost Customers,157,10,8826.81
CUST01364,2,Potential Loyalists,44,10,13484.34
CUST01365,4,Lost Customers,286,10,10880.34
CUST01366,2,Potential Loyalists,74,11,13242.88
CUST01367,3,Lost Customers,331,7,10882.2
CUST01368,2,Potential Loyalists,93,10,13448.69
CUST01369,0,Champions,125,14,25960.11
CUST01370,2,Potential Loyalists,18,11,12886.78
CUST01371,2,Potential Loyalists,18,13,11405.64
CUST01372,2,Potential Loyalists,43,12,14848.97
CUST01373,0,Champions,59,13,22197.82
CUST01374,0,Champions,85,15,25528.07
CUST01375,2,Potential Loyalists,65,11,10457.33
CUST01376,1,Low Spenders,106,10,8294.92
CUST01377,2,Potential Loyalists,24,10,9500.01
CUST01378,2,Potential Loyalists,25,12,17175.4
CUST01379,2,Potential Loyalists,15,11,17942.17
CUST01380,2,Potential Loyalists,13,12,17600.06
CUST01381,0,Champions,4,10,24272.81
CUST01382,3,Lost Customers,421,3,4143.49
CUST01383,1,Low Spenders,102,9,11184.92
CUST01384,2,Potential Loyalists,91,10,15835.15
CUST01385,1,Low Spenders,70,7,11466.36
CUST01386,4,Lost Customers,155,14,13604.66
CUST01387,1,Low Spenders,99,7,11841.08
CUST01388,4,Lost Customers,166,10,17385.43
CUST01389,4,Lost Customers,232,7,10631.82
CUST01390,2,Potential Loyalists,56,9,12570.12
CUST01391,3,Lost Customers,194,2,3379.7
CUST01392,2,Potential Loyalists,57,10,18223.04
CUST01393,2,Potential Loyalists,21,9,14209.22
CUST01394,2,Potential Loyalists,88,10,14256.28
CUST01395,1,Low Spenders,128,8,11287.48
CUST01396,2,Potential Loyalists,6,12,18827.33
CUST01397,2,Potential Loyalists,36,10,12382.68
CUST01398,0,Champions,34,13,23284.55
CUST01399,0,Champions,0,15,20130.94
CUST01400,3,Lost Customers,274,7,11040.27
CUST01401,1,Low Spenders,4,7,7890.2
CUST01402,1,Low Spenders,71,7,5807.16
CUST01403,1,Low Spenders,75,6,13299.23
CUST01404,2,Potential Loyalists,66,12,16768.3
CUST01405,2,Potential Loyalists,80,10,14732.01
CUST01406,3,Lost Customers,248,4,3239.75
CUST01407,2,Potential Loyalists,36,9,11754.56
CUST01408,2,Potential Loyalists,67,10,16547.24
CUST01409,1,Low Spenders,59,7,11767.57
CUST01410,3,Lost Customers,440,5,7078.04
CUST01411,0,Champions,52,15,19898.23
CUST01412,0,Champions,40,13,21700.85
CUST01413,0,Champions,102,14,20899.43
CUST01414,2,Potential Loyalists,4,13,11614.28
CUST01415,4,Lost Customers,212,9,9184.11
CUST01416,1,Low Spenders,152,8,6096.46
CUST01417,0,Champions,43,13,20544.58
CUST01418,4,Lost Customers,235,13,18882.43
CUST01419,4,Lost Customers,134,9,10848.41
CUST01420,3,Lost Customers,392,10,10275.31
CUST01421,1,Low Spenders,81,7,7110.24
CUST01422,1,Low Spenders,15,9,9415.8
CUST01423,2,Potential Loyalists,5,9,11380.37
CUST01424,0,Champions,13,16,28572.08
CUST01425,2,Potential Loyalists,29,12,17027.91
CUST01426,2,Potential Loyalists,14,10,12880.66
CUST01427,2,Potential Loyalists,63,13,14869.09
CUST01428,4,Lost Customers,207,7,9139.43
CUST01429,3,Lost Customers,245,5,2753.18
CUST01430,2,Potential Loyalists,14,8,12642.66
CUST01431,4,Lost Customers,267,10,10750.97
CUST01432,4,Lost Customers,173,9,8352.07
CUST01433,2,Potential Loyalists,51,11,14576.84
CUST01434,0,Champions,59,16,20261.33
CUST01435,1,Low Spenders,117,9,8095.81
CUST01436,2,Potential Loyalists,10,11,14157.88
CUST01437,1,Low Spenders,84,5,4889.66
CUST01438,0,Champions,25,13,18160.13
CUST01439,1,Low Spenders,79,9,7672.55
CUST01440,4,Lost Customers,169,9,14042.5
CUST01441,4,Lost Customers,208,7,6932.67
CUST01442,2,Potential Loyalists,93,12,17935.92
CUST01443,4,Lost Customers,339,11,15421.35
CUST01444,1,Low Spenders,6,8,7446.26
CUST01445,3,Lost Customers,342,4,3293.14
CUST01446,1,Low Spenders,6,6,3852.24
CUST01447,0,Champions,24,13,21724.98
CUST01448,2,Potential Loyalists,49,11,20174.5
CUST01449,2,Potential Loyalists,8,12,9707.15
CUST01450,0,Champions,54,13,19205.0
CUST01451,2,Potential Loyalists,8,11,13852.26
CUST01452,4,Lost Customers,172,11,15117.83
CUST01453,4,Lost Customers,149,9,11616.42
CUST01454,1,Low Spenders,8,7,9712.28
CUST01455,2,Potential Loyalists,61,11,13116.99
CUST01456,1,Low Spenders,85,8,10016.19
CUST01457,2,Potential Loyalists,24,14,13910.69
CUST01458,1,Low Spenders,87,11,7370.6
CUST01459,0,Champions,6,17,17764.86
CUST01460,4,Lost Customers,200,10,16672.62
CUST01461,0,Champions,30,15,18198.99
CUST01462,2,Potential Loyalists,46,9,19301.63
CUST01464,2,Potential Loyalists,77,10,11371.11
CUST01465,0,Champions,18,15,29442.34
CUST01466,2,Potential Loyalists,100,12,18165.81
CUST01467,1,Low Spenders,104,10,9181.52
CUST01468,0,Champions,59,17,15425.68
CUST01469,2,Potential Loyalists,27,9,14823.81
CUST01470,4,Lost Customers,142,8,10460.8
CUST01471,0,Champions,62,16,15042.39
CUST01472,0,Champions,57,10,25573.55
CUST01473,0,Champions,103,11,21061.15
CUST01474,2,Potential Loyalists,52,12,17731.95
CUST01475,4,Lost Customers,267,10,21917.72
CUST01476,2,Potential Loyalists,28,11,19198.2
CUST01477,1,Low Spenders,89,9,5816.45
CUST01478,2,Potential Loyalists,10,10,14213.48
CUST01479,0,Champions,105,15,18923.55
CUST01480,4,Lost Customers,171,10,16280.53
CUST01481,2,Potential Loyalists,91,10,13762.17
CUST01482,2,Potential Loyalists,71,10,9796.11
CUST01483,0,Champions,35,12,21563.82
CUST01484,2,Potential Loyalists,21,9,14825.51
CUST01485,2,Potential Loyalists,76,10,13588.18
CUST01486,0,Champions,34,16,24938.6
CUST01487,1,Low Spenders,52,6,7298.9
CUST01488,2,Potential Loyalists,48,9,11440.9
CUST01489,3,Lost Customers,249,6,9025.75
CUST01490,1,Low Spenders,37,7,7108.83
CUST01491,1,Low Spenders,113,5,7357.3
CUST01492,2,Potential Loyalists,59,11,11533.74
CUST01493,1,Low Spenders,163,6,5153.21
CUST01494,2,Potential Loyalists,19,9,12948.39
CUST01495,0,Champions,63,15,23735.03
CUST01496,4,Lost Customers,166,9,10608.99
CUST01497,0,Champions,65,16,23531.43
CUST01498,2,Potential Loyalists,43,11,8673.56
CUST01499,1,Low Spenders,42,6,8409.9
CUST01500,0,Champions,21,15,19340.58
CUST01501,2,Potential Loyalists,5,14,13658.85
CUST01502,2,Potential Loyalists,60,8,13251.85
CUST01503,1,Low Spenders,141,6,5916.91
CUST01504,1,Low Spenders,83,7,6538.28
CUST01505,1,Low Spenders,127,9,8365.72
CUST01506,2,Potential Loyalists,63,9,17222.91
CUST01507,1,Low Spenders,70,7,11381.72
CUST01508,0,Champions,151,13,22127.47
CUST01509,3,Lost Customers,235,5,5157.44
CUST01510,4,Lost Customers,155,11,14269.98
CUST01511,4,Lost Customers,145,8,11693.99
CUST01512,2,Potential Loyalists,36,10,13712.46
CUST01513,4,Lost Customers,264,10,21084.67
CUST01514,1,Low Spenders,100,2,3465.26
CUST01515,2,Potential Loyalists,10,11,9473.47
CUST01516,2,Potential Loyalists,2,10,14070.38
CUST01517,4,Lost Customers,189,7,10151.87
CUST01518,1,Low Spenders,46,9,9749.02
CUST01519,2,Potential Loyalists,68,12,15813.24
CUST01520,2,Potential Loyalists,37,12,17343.84
CUST01521,1,Low Spenders,194,5,3494.49
CUST01522,0,Champions,24,15,20868.19
CUST01523,3,Lost Customers,262,5,9645.05
CUST01524,2,Potential Loyalists,19,12,12614.84
CUST01525,4,Lost Customers,208,9,11880.89
CUST01526,2,Potential Loyalists,95,13,12338.56
CUST01527,3,Lost Customers,243,7,4455.62
CUST01528,4,Lost Customers,231,12,13920.58
CUST01529,0,Champions,96,12,19781.19
CUST01530,0,Champions,79,13,18909.31
CUST01531,2,Potential Loyalists,5,11,16542.0
CUST01532,2,Potential Loyalists,114,12,16945.02
CUST01533,2,Potential Loyalists,31,10,13943.49
CUST01534,2,Potential Loyalists,35,11,15910.1
CUST01535,4,Lost Customers,122,8,12253.51
CUST01536,2,Potential Loyalists,16,10,14679.42
CUST01537,0,Champions,31,18,24533.49
CUST01538,2,Potential Loyalists,42,10,12840.54
CUST01539,2,Potential Loyalists,2,11,13886.25
CUST01540,1,Low Spenders,54,7,4817.86
CUST01541,1,Low Spenders,94,8,11258.56
CUST01542,0,Champions,59,12,20862.17
CUST01543,4,Lost Customers,249,9,12812.9
CUST01544,1,Low Spenders,3,7,10552.34
CUST01545,2,Potential Loyalists,53,9,13983.76
CUST01546,0,Champions,24,15,30751.42
CUST01547,1,Low Spenders,120,2,1392.96
CUST01548,3,Lost Customers,322,4,4796.87
CUST01549,2,Potential Loyalists,2,12,14371.03
CUST01550,2,Potential Loyalists,44,9,14641.59
CUST01551,2,Potential Loyalists,77,10,11116.26
CUST01552,2,Potential Loyalists,14,13,15645.36
CUST01553,0,Champions,51,21,37120.86
CUST01554,2,Potential Loyalists,102,10,13837.65
CUST01555,3,Lost Customers,398,3,6104.26
CUST01556,2,Potential Loyalists,14,10,13122.51
CUST01557,0,Champions,30,14,22426.09
CUST01558,2,Potential Loyalists,10,12,16204.06
CUST01559,2,Potential Loyalists,40,9,13581.98
CUST01560,4,Lost Customers,176,9,8626.24
CUST01561,3,Lost Customers,232,4,3073.63
CUST01562,4,Lost Customers,148,9,11965.94
CUST01563,4,Lost Customers,128,10,13001.76
CUST01564,3,Lost Customers,757,2,1657.38
CUST01565,4,Lost Customers,150,11,17349.51
CUST01566,2,Potential Loyalists,86,10,14201.05
CUST01567,1,Low Spenders,117,8,7626.89
CUST01568,3,Lost Customers,241,7,4201.22
CUST01569,4,Lost Customers,124,9,12950.17
CUST01570,0,Champions,24,15,29738.46
CUST01571,3,Lost Customers,476,6,6959.03
CUST01572,1,Low Spenders,22,7,7151.94
CUST01573,1,Low Spenders,131,3,7236.76
CUST01574,2,Potential Loyalists,15,15,11957.17
CUST01575,0,Champions,79,17,22423.48
CUST01576,1,Low Spenders,16,8,9816.73
CUST01577,0,Champions,75,13,18044.32
CUST01578,0,Champions,2,13,23732.85
CUST01579,0,Champions,170,15,24604.95
CUST01580,4,Lost Customers,151,13,13104.0
CUST01581,1,Low Spenders,24,7,8423.64
CUST01582,2,Potential Loyalists,50,10,15846.77
CUST01583,1,Low Spenders,116,6,13047.61
CUST01584,4,Lost Customers,174,9,9075.63
CUST01585,2,Potential Loyalists,53,11,13860.32
CUST01586,1,Low Spenders,98,7,7321.74
CUST01587,0,Champions,38,20,31052.32
CUST01588,2,Potential Loyalists,65,12,13954.05
CUST01589,2,Potential Loyalists,107,11,15117.18
CUST01590,2,Potential Loyalists,5,12,12012.09
CUST01591,2,Potential Loyalists,34,13,15856.36
CUST01592,2,Potential Loyalists,16,9,12195.57
CUST01593,0,Champions,14,13,24773.32
CUST01594,2,Potential Loyalists,6,13,17374.56
CUST01595,3,Lost Customers,265,7,7772.07
CUST01596,0,Champions,41,17,27895.6
CUST01597,1,Low Spenders,57,10,9072.54
CUST01598,3,Lost Customers,272,5,4680.21
CUST01599,2,Potential Loyalists,24,11,11010.84
CUST01600,1,Low Spenders,27,5,9768.62
CUST01601,1,Low Spenders,20,6,7165.01
CUST01602,2,Potential Loyalists,24,8,14785.46
CUST01603,0,Champions,8,15,19781.88
CUST01604,2,Potential Loyalists,61,10,12235.82
CUST01605,0,Champions,65,15,21195.81
CUST01606,3,Lost Customers,290,4,4435.66
CUST01607,1,Low Spenders,86,5,8862.82
CUST01608,0,Champions,82,15,26546.93
CUST01609,0,Champions,160,12,20382.86
CUST01610,1,Low Spenders,170,6,6931.51
CUST01611,4,Lost Customers,170,9,12167.69
CUST01612,2,Potential Loyalists,0,11,10560.87
CUST01613,2,Potential Loyalists,38,12,9320.44
CUST01614,1,Low Spenders,31,8,7432.74
CUST01615,2,Potential Loyalists,85,11,11148.29
CUST01616,1,Low Spenders,11,8,9909.4
CUST01617,0,Champions,19,15,18779.26
CUST01618,4,Lost Customers,148,10,7244.66
CUST01619,4,Lost Customers,172,6,12839.87
CUST01620,3,Lost Customers,209,3,8499.59
CUST01621,1,Low Spenders,132,7,9787.6
CUST01622,0,Champions,13,13,22486.64
CUST01623,2,Potential Loyalists,57,9,11833.5
CUST01624,4,Lost Customers,203,8,18739.58
CUST01625,4,Lost Customers,159,8,12222.82
CUST01626,0,Champions,26,17,16845.49
CUST01627,2,Potential Loyalists,21,12,18430.08
CUST01628,1,Low Spenders,49,6,10255.25
CUST01629,2,Potential Loyalists,88,12,10412.84
CUST01630,1,Low Spenders,87,6,8181.22
CUST01631,4,Lost Customers,195,7,10165.77
CUST01632,0,Champions,33,13,24660.45
CUST01633,2,Potential Loyalists,54,10,11693.57
CUST01634,1,Low Spenders,95,4,5875.9
CUST01635,1,Low Spenders,31,6,5575.86
CUST01636,2,Potential Loyalists,52,10,18087.49
CUST01637,1,Low Spenders,100,2,709.83
CUST01638,1,Low Spenders,175,7,7192.21
CUST01639,1,Low Spenders,127,7,9148.66
CUST01640,0,Champions,87,16,28630.82
CUST01641,4,Lost Customers,151,11,12934.49
CUST01642,1,Low Spenders,99,8,12323.29
CUST01643,3,Lost Customers,375,7,10113.06
CUST01644,1,Low Spenders,98,9,11645.46
CUST01645,1,Low Spenders,60,7,8972.04
CUST01646,2,Potential Loyalists,3,11,11217.24
CUST01647,1,Low Spenders,95,9,9401.24
CUST01648,0,Champions,21,13,18986.95
CUST01649,2,Potential Loyalists,4,11,8758.78
CUST01650,0,Champions,34,14,16458.11
CUST01651,4,Lost Customers,208,7,8678.39
CUST01652,2,Potential Loyalists,16,12,13497.78
CUST01653,0,Champions,158,15,18445.51
CUST01654,1,Low Spenders,0,9,9063.73
CUST01655,2,Potential Loyalists,14,10,9140.43
CUST01656,0,Champions,26,14,18006.23
CUST01657,2,Potential Loyalists,75,10,15487.37
CUST01658,0,Champions,25,14,19445.12
CUST01659,3,Lost Customers,252,6,6520.25
CUST01660,4,Lost Customers,176,12,15271.74
CUST01661,4,Lost Customers,273,11,15785.96
CUST01662,1,Low Spenders,82,7,13755.84
CUST01663,0,Champions,15,16,16794.26
CUST01664,2,Potential Loyalists,86,11,10970.42
CUST01665,1,Low Spenders,40,7,8449.97
CUST01666,3,Lost Customers,245,4,3749.81
CUST01667,1,Low Spenders,69,7,9461.04
CUST01668,0,Champions,7,19,22113.88
CUST01669,2,Potential Loyalists,45,12,18407.42
CUST01670,0,Champions,10,13,19428.26
CUST01671,1,Low Spenders,90,8,4568.19
CUST01672,2,Potential Loyalists,41,11,13873.41
CUST01673,2,Potential Loyalists,54,11,19690.16
CUST01674,2,Potential Loyalists,84,13,13178.11
CUST01675,1,Low Spenders,87,8,11407.78
CUST01676,1,Low Spenders,35,8,4899.92
CUST01677,2,Potential Loyalists,46,10,10125.69
CUST01678,1,Low Spenders,150,4,6424.3
CUST01679,2,Potential Loyalists,53,9,16845.89
CUST01680,1,Low Spenders,52,8,11103.04
CUST01681,4,Lost Customers,289,10,16460.6
CUST01682,0,Champions,30,17,23365.7
CUST01683,2,Potential Loyalists,91,8,13782.49
CUST01684,3,Lost Customers,292,7,10220.75
CUST01685,2,Potential Loyalists,12,11,18875.57
CUST01686,4,Lost Customers,160,13,15192.82
CUST01687,2,Potential Loyalists,12,10,12621.84
CUST01688,4,Lost Customers,227,14,15495.95
CUST01689,4,Lost Customers,137,12,17845.77
CUST01690,0,Champions,22,16,19107.09
CUST01691,2,Potential Loyalists,12,9,10504.1
CUST01692,1,Low Spenders,25,7,9498.34
CUST01693,2,Potential Loyalists,16,10,14860.88
CUST01694,1,Low Spenders,110,5,6983.34
CUST01695,4,Lost Customers,300,14,15852.04
CUST01696,2,Potential Loyalists,52,9,15460.79
CUST01697,0,Champions,58,15,21530.69
CUST01698,2,Potential Loyalists,5,10,13586.43
CUST01699,2,Potential Loyalists,47,10,17343.27
CUST01700,1,Low Spenders,55,6,10030.05
CUST01701,1,Low Spenders,52,6,10832.76
CUST01702,2,Potential Loyalists,34,9,11698.54
CUST01703,0,Champions,44,13,19227.09
CUST01704,0,Champions,83,13,19397.7
CUST01705,2,Potential Loyalists,48,9,11589.2
CUST01706,2,Potential Loyalists,36,8,13025.73
CUST01707,0,Champions,40,15,25027.14
CUST01708,2,Potential Loyalists,21,13,12740.42
CUST01709,2,Potential Loyalists,13,8,12537.69
CUST01710,2,Potential Loyalists,93,11,16165.55
CUST01711,2,Potential Loyalists,30,8,19467.55
CUST01712,0,Champions,78,16,23918.42
CUST01713,0,Champions,9,14,21001.64
CUST01714,4,Lost Customers,169,10,17004.64
CUST01715,2,Potential Loyalists,89,10,12051.14
CUST01716,1,Low Spenders,20,5,4918.08
CUST01717,4,Lost Customers,133,12,16259.08
CUST01718,1,Low Spenders,60,8,7001.42
CUST01719,2,Potential Loyalists,47,9,13603.47
CUST01720,2,Potential Loyalists,31,8,18455.66
CUST01721,0,Champions,31,16,16669.62
CUST01722,3,Lost Customers,285,8,10341.76
CUST01723,2,Potential Loyalists,80,9,15909.81
CUST01724,1,Low Spenders,90,9,10736.08
CUST01725,2,Potential Loyalists,25,12,18251.77
CUST01726,0,Champions,47,11,21637.2
CUST01727,4,Lost Customers,215,9,11103.03
CUST01728,2,Potential Loyalists,76,12,13078.28
CUST01729,1,Low Spenders,47,8,12358.09
CUST01730,2,Potential Loyalists,101,9,15777.13
CUST01731,0,Champions,117,17,32502.97
CUST01732,1,Low Spenders,15,6,5921.06
CUST01733,1,Low Spenders,86,8,13308.69
CUST01734,2,Potential Loyalists,10,14,13741.29
CUST01735,0,Champions,11,12,20646.55
CUST01736,0,Champions,62,18,24763.02
CUST01737,1,Low Spenders,19,7,5533.9
CUST01738,1,Low Spenders,68,4,5205.68
CUST01739,1,Low Spenders,43,9,9494.58
CUST01740,4,Lost Customers,163,8,13851.33
CUST01741,2,Potential Loyalists,55,12,17858.55
CUST01742,2,Potential Loyalists,84,11,15991.87
CUST01743,1,Low Spenders,57,6,5978.45
CUST01744,1,Low Spenders,24,9,9686.27
CUST01745,0,Champions,58,10,24176.3
CUST01746,1,Low Spenders,28,9,10115.88
CUST01747,4,Lost Customers,333,9,15935.48
CUST01748,1,Low Spenders,130,7,7906.58
CUST01749,1,Low Spenders,96,10,6675.73
CUST01750,2,Potential Loyalists,100,10,17782.48
CUST01751,1,Low Spenders,5,7,9969.12
CUST01752,2,Potential Loyalists,4,10,10375.69
CUST01753,2,Potential Loyalists,3,7,16734.35
CUST01754,2,Potential Loyalists,24,11,10559.45
CUST01755,2,Potential Loyalists,24,12,14111.97
CUST01756,0,Champions,27,12,20796.5
CUST01757,4,Lost Customers,137,10,12540.36
CUST01758,4,Lost Customers,221,9,10108.91
CUST01759,0,Champions,14,14,23330.35
CUST01760,2,Potential Loyalists,63,9,12113.74
CUST01761,1,Low Spenders,165,7,5457.82
CUST01762,2,Potential Loyalists,9,10,15962.63
CUST01763,3,Lost Customers,380,2,2427.19
CUST01764,1,Low Spenders,123,7,7443.79
CUST01765,1,Low Spenders,91,10,8300.15
CUST01766,0,Champions,22,16,17697.02
CUST01767,0,Champions,28,17,14093.78
CUST01768,1,Low Spenders,158,6,4187.69
CUST01769,1,Low Spenders,29,9,8848.43
CUST01770,4,Lost Customers,133,9,10157.62
CUST01771,0,Champions,7,13,23676.17
CUST01772,1,Low Spenders,185,5,6179.31
CUST01773,2,Potential Loyalists,13,12,17722.55
CUST01774,3,Lost Customers,359,9,15175.44
CUST01775,2,Potential Loyalists,57,11,15133.6
CUST01776,0,Champions,4,15,20513.65
CUST01777,1,Low Spenders,17,6,7017.99
CUST01778,2,Potential Loyalists,116,13,13075.54
CUST01779,2,Potential Loyalists,1,11,17354.52
CUST01780,0,Champions,33,15,15270.24
CUST01781,2,Potential Loyalists,26,9,19674.52
CUST01782,0,Champions,46,17,15252.19
CUST01783,2,Potential Loyalists,51,12,12905.76
CUST01784,0,Champions,31,18,25233.43
CUST01785,0,Champions,82,13,18032.91
CUST01786,2,Potential Loyalists,85,12,16641.97
CUST01787,1,Low Spenders,80,6,5231.68
CUST01788,1,Low Spenders,91,11,6626.5
CUST01789,2,Potential Loyalists,103,11,12056.5
CUST01790,0,Champions,59,18,22199.01
